,terminal_group_1,terminal_group_2,terminal_group_3,backbone,frac-1,frac-2,COF,MR-mean,MR-min,asphericity-mean,asphericity-min,balabanj-mean,balabanj-min,bertzct-mean,bertzct-min,chainlength,chi0-mean,chi0-min,chi0n-mean,chi0n-min,chi0v-mean,chi0v-min,chi1-mean,chi1-min,chi1n-mean,chi1n-min,chi1v-mean,chi1v-min,chi2n-mean,chi2n-min,chi2v-mean,chi2v-min,chi3n-mean,chi3n-min,chi3v-mean,chi3v-min,chi4n-mean,chi4n-min,chi4v-mean,chi4v-min,e-valence-mean,e-valence-min,eccentricity-mean,eccentricity-min,hbonds,hk-alpha-mean,hk-alpha-min,hk-kappa1-mean,hk-kappa1-min,hk-kappa2-mean,hk-kappa2-min,hk-kappa3-mean,hk-kappa3-min,intercept,ipc-mean,ipc-min,isf-mean,isf-min,labuteASA-mean,labuteASA-min,logP-mean,logP-min,molwt-hvy-mean,molwt-hvy-min,molwt-mean,molwt-min,nheavy-mean,nheavy-min,npr1-mean,npr1-min,npr2-mean,npr2-min,pbf-mean,pbf-min,pmi1-mean,pmi1-min,pmi2-mean,pmi2-min,pmi3-mean,pmi3-min,rbonds-mean,rbonds-min,rg-mean,rg-min,rpc+-mean,rpc+-min,rpc--mean,rpc--min,spherocity-mean,spherocity-min,tpsa-mean,tpsa-min,vsa+-mean,vsa+-min,vsa--mean,vsa--min,vsa-fhyd-mean,vsa-fhyd-min,vsa-fneg-mean,vsa-fneg-min,vsa-fpneg-mean,vsa-fpneg-min,vsa-fpos-mean,vsa-fpos-min,vsa-fppos-mean,vsa-fppos-min,vsa-hyd-mean,vsa-hyd-min,vsa-polar+-mean,vsa-polar+-min,vsa-polar--mean,vsa-polar--min,vsa-polar-mean,vsa-polar-min
1536,cyclopropyl,phenol,acetyl,alkylsilane,0.5,0.5,0.1137942726,20.98795,16.355,0.4002342568,0.2337831975,3.89038375,3.3817764999999995,210.0158295,124.052368,17,9.956477,8.57735,9.431186,7.908247999999999,2.431186,1.908248,5.13070825,4.154701,4.567655,3.704124,1.090593,0.7041239999999999,0.6218429999999999,0.32912399999999997,0.6218429999999999,0.32912399999999997,0.2130155,0.0,0.2130155,0.0,0.08307025,0.0,0.08307025,0.0,28.5,24.0,0.9260503052,0.8674271115000001,1.0,-0.41,-0.49,0.415351,0.231621,1.3021045,0.934209,1.06726475,0.4645295,2.470748071533333,616.7169925,63.57980799999999,0.055966066,0.016916036000000002,41.52649575,34.06048,1.0768799999999998,0.5953,63.04600000000001,52.032,70.05096125,58.041865,5.0,4.0,0.31933900930000003,0.17411,0.7775744594999999,0.6673847829999999,0.33273667630000003,0.29336532600000004,32.527188943,9.364472812,79.3320177215,47.796256924,107.2925441408,53.831244979,1.75,1.5,1.2526062885,1.122352969,0.33599175000000003,0.2676265,0.7255119999999998,0.4892100000000001,0.3773070072,0.3653795050000001,13.5925,10.115,13.939420500000002,13.871045,26.04554225,18.498321,0.89828875,0.852504,0.63760975,0.569072,0.09559175000000003,0.0436875,0.36239025,0.2938525,0.0061195,0.0,35.95269225,27.71158,0.35779999999999995,0.0,3.6744705,2.554404,0.10171125,0.0559265
1073,cyano,difluoromethyl,nitro,alkylsilane,0.5,0.5,0.11016504833333332,12.200449999999998,11.4825,0.762430112,0.7513637270000001,3.7888405000000014,3.7865629999999997,78.411458,71.39699399999998,17,6.09045175,6.07735,4.93264075,4.76371,1.68264075,1.6015714999999997,2.924353,2.9053300000000006,2.19477025,2.088755,0.56977025,0.5507854999999999,0.2216085,0.186107,0.2216085,0.186107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,21.0,0.9936293002,0.9914581015,0.0,-0.4625000000000001,-0.6000000000000001,1.4063039999999998,0.4126079999999999,1.2875,1.175,0.04730399999999999,-1.305392,2.2581917430000003,16.910797,16.735428,820.6139816278,0.22025769399999998,26.995276500000006,26.383415000000007,0.39677,-0.1071,54.01975000000001,50.02349999999999,57.271853,53.52732799999999,3.75,3.5,0.091613138,0.09125968,0.9228450978,0.90874032,0.0956315478,0.0,4.6888662155,4.147210897,35.955767750700005,30.571439975500002,39.822108014499996,34.156909625,0.75,0.5,0.9248294238,0.8553234315,0.39541025,0.366258,0.62395075,0.5,0.1960237082,0.0,27.5175,11.895,15.235187000000002,14.45896,10.2808125,10.114318,0.6684955,0.6128600000000001,0.39459875,0.38714,0.27334575,0.1595515,0.60540125,0.5979424999999999,0.058159,0.0,16.663259,16.011414000000002,1.6003739999999995,0.0,7.252366499999999,4.390415,0.3315045,0.27586900000000003
2282,fluorophenyl,phenol,fluorophenyl,alkylsilane,0.5,0.5,0.12156501856666667,31.5637,31.137,0.3632905282,0.3621591915,3.6787565,3.676777,383.42415075,379.775332,17,12.1408785,11.964102000000002,11.135535,10.877964,3.885535,3.877964,6.80992725,6.675425999999999,5.5448295,5.438982,1.9427675,1.938982,1.1927675,1.188982,1.1927675,1.188982,0.59638375,0.594491,0.59638375,0.594491,0.29819225,0.297246,0.29819225,0.297246,42.0,42.0,0.9521682351999999,0.9519455655,0.0,-0.8825,-0.915,1.246517,1.181016,1.71277425,1.6905814999999995,0.9819475,0.964318,2.493750211933333,1448.19063775,1235.837423,0.0080155385,0.008005090999999999,58.32675875,57.796674,2.025745,1.91737,102.32525,101.5755,109.55426225,109.0553465,8.0,8.0,0.305502108,0.304806836,0.6956395135000001,0.6951931640000001,0.0295422608,6.777000000000001e-06,86.82031095179998,86.7611311755,197.7236093765,197.26626353700001,284.2224253655,283.384404793,1.25,1.0,1.7247069779999995,1.72224854,0.29666375,0.26526,0.504934,0.44743299999999997,0.0055793628,0.0,5.0575,0.0,15.75340375,15.412531,41.15503225,40.975434,0.9136409999999998,0.905143,0.72327325,0.7198764999999999,0.08023949999999999,0.077861,0.27672675,0.27333,0.0061195,0.0,51.98062275,51.9636955,0.35779999999999995,0.0,4.57001325,4.390415,0.086359,0.077861
1917,ethylene,hydroxyl,carboxyl,alkylsilane,0.5,0.5,0.12324395166666667,12.65835,12.0069,0.5534347922,0.4639273175,3.8036905,3.784003,88.10872725,81.5157965,17,6.607680499999999,6.430904000000001,6.0103105,5.816497000000001,1.5103105,1.204124,3.3443697500000003,3.2073595000000004,2.6863415,2.566497,0.505155,0.35206199999999993,0.1749785,0.0625,0.1749785,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.979156913,0.967906413,3.0,-0.34,-0.53,0.23233925,0.021404500000000003,-5.84,-13.15,-26.801538500000003,-55.07307699999999,4.241252743933333,33.382465,31.117554,0.4198453922,0.12620248,26.9955985,24.224696000000005,0.24565,0.09090000000000002,44.02075,32.0215,48.52885575,37.0365825,3.25,2.5,0.189707481,0.137858338,0.8203198681999999,0.7584433785,0.0795498178,4.8255e-06,4.528524958,2.038529126,26.899304533000002,8.847769066,30.917617131,10.886298155999999,1.0,1.0,0.820329328,0.5833031329999999,0.39291575,0.3776835,0.683094,0.6556770000000001,0.0392883345,5.000000000000001e-09,23.7075,10.115,14.3838315,10.40299,11.08762525,9.903345,0.6015085,0.387865,0.4230295,0.35033699999999995,0.24736675,0.14439649999999998,0.5769704999999999,0.504278,0.15112475,0.0404515,15.18452975,10.964168,4.0580525000000005,0.7155999999999999,6.2288745,2.554404,0.3984915,0.184848
555,amino,methyl,ethylene,alkylsilane,0.5,0.5,0.1204626956,13.30035,10.7297,0.31576798500000003,0.06614292100000001,4.09015525,3.7807945,91.6394355,57.550247,17,7.096688,6.538675,6.9868035000000015,6.473607,1.2368035,0.973607,3.4753735,3.096688,3.2170085,2.934017,0.36840175,0.2368035,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.766876122,0.5493420680000001,0.0,-0.14,-0.26,0.02124825,8.75e-05,-6.39,-13.52,-29.063077000000003,-52.02,0.71191650875,34.63321175,19.1961125,0.2837889612,0.236166354,25.79320825,22.3770615,0.746425,0.30055000000000004,30.5265,25.02,36.29576225,30.5445745,2.5,2.0,0.4739308258,0.175804638,0.8112263856999999,0.7982574045,0.1448405907,9.651e-06,2.979503578,2.466881549,9.4629779943,2.5489049275,11.5073540435,3.1455314760000004,1.0,1.0,0.6682656220000001,0.494972491,0.2407635,0.23080799999999999,0.5716902500000001,0.421022,0.261700834,1e-08,6.505,0.0,7.90240375,7.580255499999999,16.3173335,13.199664000000002,0.9271615,0.8543229999999999,0.66923225,0.6358134999999999,0.0728385,0.0,0.33076775,0.297349,0.0,0.0,22.789808,17.920060999999997,0.0,0.0,1.42992925,0.0,0.0728385,0.0
2089,ethylene,pyrrole,cyano,alkylsilane,0.5,0.5,0.09451780893333334,15.993675,11.287,0.7040079042,0.40806493549999995,3.7433740000000006,3.5527339999999996,146.85252325,75.774438,17,7.1139164999999975,5.207107,6.585410499999999,4.447214,1.8354105,1.447214,3.6850305,2.56066,3.08541025,1.973607,0.723607,0.4736070000000001,0.292705,0.111803,0.292705,0.111803,0.101127,0.0,0.101127,0.0,0.04973875,0.0,0.04973875,0.0,20.5,16.0,0.9647244758,0.9294489515000001,1.0,-0.5,-0.51,0.22484325,0.161141,0.66269975,0.49,-3.6885894999999995,-4.470784,1.4013905387,151.7624,12.164797,1641.0273762257998,0.1229658045,30.882769750000005,23.711684,0.8937950000000001,0.52988,46.53825,38.029,51.28947424999999,41.026549,3.75,3.0,0.16521412500000002,1.6376e-05,0.8347858762000001,0.6695881285,3.9375e-06,0.0,14.059675656800001,0.00018712100000000005,23.801778393299998,11.412437724,37.8614540483,11.412624869000002,0.5,0.0,0.8535909237999999,0.649821689,0.292466,0.289375,0.797126,0.594252,2.5000000000000005e-09,0.0,15.8425,7.895,15.94863675,14.8638845,13.46813,5.261892,0.97260375,0.9452075,0.42530175,0.236009,0.02739625,0.0,0.57469825,0.3854054999999999,0.0,0.0,28.172516,22.295281,0.0,0.0,1.24425075,0.0,0.02739625,0.0
2619,isopropyl,nitro,cyano,alkylsilane,0.5,0.5,0.11257764936666666,14.0011,11.287,0.7857223281999999,0.5714937835,4.109828,3.5527339999999996,100.64206525000002,75.774438,17,7.122891,5.207107,6.414534499999999,4.447214,1.6645344999999996,1.447214,3.453674,2.56066,2.94649225,1.973607,0.57149225,0.4736070000000001,0.21392899999999995,0.111803,0.21392899999999995,0.111803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,16.0,0.9893222862000001,0.9786445725,0.0,-0.405,-0.51,0.7105704999999999,0.161141,1.095,0.49,-1.8853919999999997,-4.470784,1.4018521620333333,88.37406775,12.164797,1641.0332746122995,0.1347625775,29.228572,23.711684,0.6537400000000001,0.52988,45.52950000000001,38.029,50.2869315,41.026549,3.5,3.0,0.09141017800000001,1.6376e-05,0.9463833895,0.892783155,0.1322141148,0.0,5.496950217999999,0.00018712100000000005,30.3121707573,11.412437724,33.3501151285,11.412624869000002,0.25,0.0,0.8884800795000002,0.649821689,0.2701035,0.24465,0.6909115,0.381823,0.1196898765,0.0,22.68,21.570000000000004,15.9464445,14.859500000000002,11.771934,5.261892,0.903215,0.8064300000000001,0.3794525,0.236009,0.096785,0.0,0.6205474999999999,0.477104,0.0,0.0,25.189799000000004,22.295281,0.0,0.0,2.5285795,0.0,0.096785,0.0
1210,cyano,nitro,phenyl,alkylsilane,0.5,0.5,0.11129067656666668,21.64085,12.1027,0.5629947355,0.250332171,3.676331,3.6719260000000014,228.013498,80.60018000000002,17,8.80316525,5.642228499999999,8.052731,4.605462,2.552731,1.6054620000000002,4.713722,2.752018,3.8905905,2.031181,1.1405905,0.531181,0.59222825,0.1844565,0.59222825,0.1844565,0.25,0.0,0.25,0.0,0.125,0.0,0.125,0.0,28.0,20.0,0.9347268852,0.8715535209999999,0.0,-0.6675,-0.7799999999999999,1.00950075,0.7384310000000001,1.2753845,0.945,-0.4764964999999999,-1.535392,1.220578192066667,625.23145225,14.6254815,820.5409947778003,0.005967385,40.34776,25.659410999999995,1.103205,0.21139000000000005,66.04975,48.0225,71.54203175,51.0214635,5.25,3.5,0.2679583135,0.045638028,0.7320416865,0.5097214010000001,3.4615e-06,0.0,43.7528007005,2.0736990090000003,57.597531078500005,26.376266625,101.35033178270001,28.4499656365,0.75,0.5,1.1578184658,0.8220785525000002,0.24446675000000004,0.158026,0.453633,0.15726600000000002,0.0,0.0,16.7325,0.0,13.744235249999996,10.966069,25.157771,7.688105,0.903215,0.8064300000000001,0.55347925,0.3115745,0.096785,0.0,0.4465207500000001,0.204616,0.0,0.0,36.37342675,19.1533475,0.0,0.0,2.5285795,0.0,0.096785,0.0
3230,nitrophenyl,perfluoromethyl,ethylene,alkylsilane,0.5,0.5,0.11593589426666667,20.3261,15.871,0.444564894,0.323736739,4.14811575,3.8967155,196.484551,125.728624,17,8.9627135,7.654700999999998,7.97440075,7.5,2.47440075,1.5,4.636057,3.854059,3.7889255,3.5,1.0389255,0.5,0.5571189999999999,0.125,0.5571189999999999,0.125,0.1985945,0.0,0.1985945,0.0,0.09929725,0.0,0.09929725,0.0,30.0,18.0,0.9464992692,0.9085883625,0.0,-0.5275000000000001,-0.795,1.05886175,0.042408999999999995,1.22193925,0.7399999999999999,3.5931185000000005,-6.106154,1.2517872469,752.10848725,50.070311,0.1223037515,0.008441149,39.62963375,29.209355,1.464105,1.1923,70.791,36.033,76.29006575,42.04695,5.25,3.0,0.2806159788,0.175804638,0.7417010470000001,0.659206727,0.12093481980000002,9.651e-06,46.02895579,3.492125607,122.6027783727,16.377051061,166.4829152177,19.869176611,1.0,1.0,1.2391384718,0.8415587529999999,0.39734025,0.23080799999999999,0.3845417500000001,0.34806149999999997,0.19931487700000008,1.0000000000000002e-08,10.785000000000002,0.0,16.47010375,8.224552000000001,21.6639375,19.435003,0.8900152499999999,0.7800305000000001,0.5892985,0.475946,0.0377935,0.0,0.4107015000000001,0.297349,0.07219125,0.0,32.6395405,27.659555,2.96592125,0.0,2.5285795,0.0,0.10998475,0.0
1292,cyano,pyrrole,cyano,alkylsilane,0.5,0.5,0.1077846061,14.847675,11.287,0.8126473602000001,0.6253438475,3.5316785000000004,3.5106230000000003,134.36397675,75.774438,17,6.502018,5.207107,5.822214,4.447214,1.822214,1.447214,3.36168075,2.56066,2.7038120000000005,1.973607,0.7170087500000001,0.4736070000000001,0.28940575,0.111803,0.28940575,0.111803,0.101127,0.0,0.101127,0.0,0.04973875,0.0,0.04973875,0.0,20.0,16.0,0.9686219318,0.9372438635,1.0,-0.5625,-0.615,0.25452625,0.161141,0.60019975,0.49,-3.279747,-4.470784,1.6195385263666668,142.2860215,12.164797,2461.451281299,1640.970775951,29.508352,23.711684,0.7281900000000001,0.52988,47.03725,38.029,51.03437399999999,41.026549,3.75,3.0,0.1212670595,1.6376e-05,0.8787329405000001,0.757482257,1.5247e-06,0.0,13.186691035299999,0.00018712100000000005,22.560625059,11.412437724,35.7473161127,11.412624869000002,0.25,0.0,0.8056566577000001,0.649821689,0.30865325,0.295557,0.9418704999999999,0.883741,0.0,0.0,21.79000000000001,19.79,18.150846,17.033389,9.92485225,5.261892,0.97260375,0.9452075,0.30864125000000003,0.236009,0.02739625,0.0,0.69135875,0.6187265000000001,0.0,0.0,26.8314475,22.295281,0.0,0.0,1.24425075,0.0,0.02739625,0.0
