"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1935517";"";"";"Small molecule";"0";"83.09";"1";"3";"0.11";"41.57";"2";"1";"0";"0";"Y";"0.48";"11.09";"3.08";"-0.98";"-0.98";"1";"MOL";"-1";"6";"3";"1";"0";"83.0483";"NEUTRAL";"C3H5N3";"Cc1nnc[nH]1"
"CHEMBL351479";"";"1-Nitroso-Azetidine";"Small molecule";"0";"86.09";"1";"1";"0.37";"32.67";"2";"0";"0";"1";"Y";"0.43";"None";"3.30";"-0.07";"-0.07";"0";"MOL";"-1";"6";"3";"0";"0";"86.0480";"NEUTRAL";"C3H6N2O";"O=NN1CCC1"
"CHEMBL117135";"";"2,5-Dihydro-Furan";"Small molecule";"0";"70.09";"1";"1";"0.57";"9.23";"1";"0";"0";"0";"Y";"0.38";"None";"None";"0.48";"0.48";"0";"MOL";"-1";"5";"1";"0";"0";"70.0419";"NEUTRAL";"C4H6O";"C1=CCOC1"
"CHEMBL346368";"";"2-Chloro-Acetamide";"Small molecule";"0";"93.51";"4";"5";"-0.29";"43.09";"1";"1";"0";"1";"Y";"0.45";"13.99";"None";"-0.49";"-0.49";"0";"MOL";"-1";"5";"2";"2";"0";"92.9981";"NEUTRAL";"C2H4ClNO";"NC(=O)CCl"
"CHEMBL396000";"METHYLISOTHIOCYANATE";"Methylisothiocyanate";"Small molecule";"0";"73.12";"13";"52";"0.72";"12.36";"2";"0";"0";"0";"Y";"0.30";"None";"1.47";"1.07";"1.07";"0";"MOL";"-1";"4";"1";"0";"0";"72.9986";"NEUTRAL";"C2H3NS";"CN=C=S"
"CHEMBL117080";"ISOPROPYLAMINE";"Isopropylamine";"Small molecule";"0";"59.11";"1";"1";"0.35";"26.02";"1";"1";"0";"0";"Y";"0.43";"None";"10.43";"0.15";"-2.58";"0";"MOL";"-1";"4";"1";"2";"0";"59.0735";"BASE";"C3H9N";"CC(C)N"
"CHEMBL1365180";"";"";"Small molecule";"0";"76.14";"2";"2";"1.02";"0.00";"2";"0";"0";"0";"Y";"0.39";"None";"None";"1.95";"1.95";"0";"MOL";"-1";"3";"0";"0";"0";"75.9441";"None";"CS2";"S=C=S"
"CHEMBL4097891";"";"";"Small molecule";"0";"96.13";"1";"1";"1.30";"17.07";"1";"0";"0";"0";"Y";"0.44";"None";"None";"1.44";"1.44";"0";"MOL";"-1";"7";"1";"0";"0";"96.0575";"NEUTRAL";"C6H8O";"CC1=CCCC1=O"
"CHEMBL11873";"";"N,N-Dimethyl-Acetamide";"Small molecule";"0";"87.12";"3";"6";"0.09";"20.31";"1";"0";"0";"0";"Y";"0.41";"None";"None";"-0.58";"-0.58";"0";"MOL";"-1";"6";"2";"0";"0";"87.0684";"NEUTRAL";"C4H9NO";"CC(=O)N(C)C"
"CHEMBL1576086";"2,4-HEXADIENAL";"";"Small molecule";"0";"96.13";"16";"72";"1.32";"17.07";"1";"0";"0";"2";"Y";"0.29";"None";"None";"1.29";"1.29";"0";"MOL";"-1";"7";"1";"0";"0";"96.0575";"NEUTRAL";"C6H8O";"C/C=C/C=C/C=O"
"CHEMBL2148103";"TETRAZOLE";"Tetrazole";"Small molecule";"0";"70.05";"1";"2";"-0.80";"54.46";"3";"1";"0";"0";"Y";"0.43";"4.81";"None";"-0.77";"-2.41";"1";"MOL";"-1";"5";"4";"1";"0";"70.0279";"ACID";"CH2N4";"c1nnn[nH]1"
"CHEMBL4081971";"";"";"Small molecule";"0";"94.11";"1";"1";"0.76";"17.07";"1";"0";"0";"0";"Y";"0.32";"None";"None";"1.49";"1.49";"0";"MOL";"-1";"7";"1";"0";"0";"94.0419";"NEUTRAL";"C6H6O";"C=CC#CC(C)=O"
"CHEMBL1161699";"SULFUROUS ACID";"";"Small molecule";"0";"82.08";"11";"32";"-0.32";"57.53";"1";"2";"0";"0";"Y";"0.39";"1.70";"None";"-1.15";"-3.81";"0";"MOL";"-1";"4";"3";"2";"0";"81.9725";"ACID";"H2O3S";"O=S(O)O"
"CHEMBL1995464";"";"";"Small molecule";"0";"88.07";"53";"53";"-2.04";"86.18";"2";"2";"0";"0";"N";"0.33";"13.41";"None";"-1.88";"-1.88";"0";"MOL";"-1";"6";"4";"4";"0";"88.0273";"NEUTRAL";"C2H4N2O2";"NC(=O)C(N)=O"
"CHEMBL189362";"FURFURAL";"Furan-2-carbaldehyde";"Small molecule";"0";"96.08";"14";"28";"1.09";"30.21";"2";"0";"0";"1";"Y";"0.49";"None";"None";"0.75";"0.75";"1";"MOL";"-1";"7";"2";"0";"0";"96.0211";"NEUTRAL";"C5H4O2";"O=Cc1ccco1"
"CHEMBL3187560";"";"";"Small molecule";"0";"76.12";"4";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"76.0095";"None";"CH4N2S";"N.N#CS"
"CHEMBL2106008";"CYACETACIDE";"CYACETACIDE";"Small molecule";"0";"99.09";"4";"8";"-1.11";"78.91";"3";"2";"0";"1";"N";"0.25";"9.06";"2.54";"-1.38";"-1.39";"0";"MOL";"0";"7";"4";"3";"0";"99.0433";"NEUTRAL";"C3H5N3O";"N#CCC(=O)NN"
"CHEMBL35308";"";"Oxirane-2-Carboxylic Acid";"Small molecule";"0";"88.06";"2";"5";"-0.53";"49.83";"2";"1";"0";"1";"Y";"0.44";"3.32";"None";"-0.36";"-3.78";"0";"MOL";"-1";"6";"3";"1";"0";"88.0160";"ACID";"C3H4O3";"O=C(O)C1CO1"
"CHEMBL1377189";"";"";"Small molecule";"0";"91.05";"5";"7";"-0.20";"41.57";"2";"1";"0";"0";"Y";"0.46";"9.90";"2.48";"-0.41";"-0.41";"1";"MOL";"-1";"5";"3";"1";"0";"69.0327";"NEUTRAL";"C2H2N3Na";"[Na+].c1nc[n-]n1"
"CHEMBL3039600";"";"";"Small molecule";"0";"96.11";"1";"1";"-0.50";"54.37";"2";"1";"0";"0";"Y";"0.41";"-1.61";"None";"-0.96";"-3.34";"0";"MOL";"-1";"5";"3";"1";"0";"95.9881";"ACID";"CH4O3S";"CS(=O)(=O)O"
"CHEMBL177097";"";"";"Small molecule";"0";"90.13";"3";"7";"-1.74";"72.27";"3";"3";"0";"2";"N";"0.38";"None";"9.55";"-2.05";"-4.70";"0";"MOL";"-1";"6";"3";"5";"0";"90.0793";"BASE";"C3H10N2O";"NCC(O)CN"
"CHEMBL257679";"METHANE BORONIC ACID";"Methane Boronic Acid";"Small molecule";"0";"59.86";"3";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"60.0383";"None";"CH5BO2";"CB(O)O"
"CHEMBL47259";"BUTYL CHLORIDE";"BUTYL CHLORIDE|Butyl chloride";"Small molecule";"0";"92.57";"9";"12";"2.03";"0.00";"0";"0";"0";"2";"Y";"0.46";"None";"None";"2.16";"2.16";"0";"MOL";"0";"5";"0";"0";"0";"92.0393";"None";"C4H9Cl";"CCCCCl"
"CHEMBL261886";"";"2-Nitropropane";"Small molecule";"0";"89.09";"4";"5";"0.67";"43.14";"2";"0";"0";"1";"Y";"0.35";"9.18";"None";"0.80";"0.80";"0";"MOL";"-1";"6";"3";"0";"0";"89.0477";"NEUTRAL";"C3H7NO2";"CC(C)[N+](=O)[O-]"
"CHEMBL47969";"";"";"Small molecule";"0";"98.10";"1";"1";"0.49";"26.30";"2";"0";"0";"0";"Y";"0.41";"10.38";"None";"0.95";"0.95";"0";"MOL";"-1";"7";"2";"0";"0";"98.0368";"NEUTRAL";"C5H6O2";"CC1C=CC(=O)O1"
"CHEMBL1236818";"1-PROPANETHIOL";"";"Small molecule";"0";"76.16";"1";"2";"1.33";"0.00";"1";"1";"0";"1";"Y";"0.45";"10.20";"None";"1.61";"1.61";"0";"MOL";"-1";"4";"0";"0";"0";"76.0347";"NEUTRAL";"C3H8S";"CCCS"
"CHEMBL369802";"";"";"Small molecule";"0";"78.03";"1";"2";"-0.27";"78.89";"2";"2";"0";"0";"N";"0.31";"6.64";"None";"-3.24";"-1.95";"0";"MOL";"-1";"5";"5";"2";"0";"78.0065";"NEUTRAL";"H2N2O3";"[O-]/[N+](O)=N\O"
"CHEMBL2251584";"PROPYLENE OXIDE";"";"Small molecule";"0";"58.08";"3";"11";"0.41";"12.53";"1";"0";"0";"0";"Y";"0.37";"None";"None";"0.37";"0.37";"0";"MOL";"-1";"4";"1";"0";"0";"58.0419";"NEUTRAL";"C3H6O";"CC1CO1"
"CHEMBL347862";"CARBOXYMETHOXYLAMINE";"Aminooxy-Acetic Acid|Carboxymethoxylamine";"Small molecule";"0";"91.07";"23";"37";"-1.04";"72.55";"3";"2";"0";"2";"N";"0.43";"3.16";"4.52";"-2.22";"-4.30";"0";"MOL";"-1";"6";"4";"3";"0";"91.0269";"ACID";"C2H5NO3";"NOCC(=O)O"
"CHEMBL2171710";"OXAZOLE";"Oxazole";"Small molecule";"0";"69.06";"1";"1";"0.67";"26.03";"2";"0";"0";"0";"Y";"0.45";"None";"0.63";"-0.08";"-0.08";"1";"MOL";"-1";"5";"2";"0";"0";"69.0215";"NEUTRAL";"C3H3NO";"c1cocn1"
"CHEMBL1235891";"SELENIUM ATOM";"";"Small molecule";"0";"80.98";"2";"19";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"81.9322";"None";"H2Se";"[SeH2]"
"CHEMBL277500";"BENZENE";"Benzene";"Small molecule";"0";"78.11";"10";"50";"1.69";"0.00";"0";"0";"0";"0";"Y";"0.44";"None";"None";"1.97";"1.97";"1";"MOL";"-1";"6";"0";"0";"0";"78.0470";"None";"C6H6";"c1ccccc1"
"CHEMBL14253";"ACETONE";"2-Propanone|ACETONE|DIMETHYL KETONE|Dimethylformaldehyde|Propan-2-one";"Small molecule";"0";"58.08";"13";"573";"0.60";"17.07";"1";"0";"0";"0";"Y";"0.40";"None";"None";"0.11";"0.11";"0";"MOL";"0";"4";"1";"0";"0";"58.0419";"NEUTRAL";"C3H6O";"CC(C)=O"
"CHEMBL3947059";"";"";"Small molecule";"0";"80.09";"1";"1";"-0.53";"49.81";"2";"1";"0";"0";"Y";"0.40";"None";"7.69";"-0.14";"-0.61";"0";"MOL";"-1";"6";"2";"2";"0";"80.0374";"NEUTRAL";"C4H4N2";"N#CC#CCN"
"CHEMBL4547378";"";"";"";"0";"92.10";"1";"3";"0.39";"28.68";"1";"1";"0";"0";"Y";"0.46";"None";"1.92";"0.43";"0.43";"1";"MOL";"-1";"7";"2";"1";"0";"92.0374";"NEUTRAL";"C5H4N2";"C#Cc1cn[nH]c1"
"CHEMBL44215";"ETHOXYCARBONYL GROUP";"";"Small molecule";"0";"74.08";"4";"6";"0.18";"26.30";"2";"0";"0";"2";"Y";"0.44";"None";"None";"0.23";"0.23";"0";"MOL";"-1";"5";"2";"0";"0";"74.0368";"None";"C3H6O2";"CCOC=O"
"CHEMBL445612";"ACRYLONITRILE";"Acrylonitrile";"Small molecule";"0";"53.06";"5";"6";"0.70";"23.79";"1";"0";"0";"0";"Y";"0.37";"None";"None";"0.76";"0.76";"0";"MOL";"-1";"4";"1";"0";"0";"53.0265";"None";"C3H3N";"C=CC#N"
"CHEMBL53752";"";"";"Small molecule";"0";"99.13";"2";"2";"0.44";"43.09";"1";"1";"0";"1";"Y";"0.48";"None";"None";"0.51";"0.51";"0";"MOL";"-1";"7";"2";"2";"0";"99.0684";"NEUTRAL";"C5H9NO";"C/C=C(\C)C(N)=O"
"CHEMBL3185326";"";"";"Small molecule";"0";"94.05";"2";"3";"0.26";"37.30";"1";"1";"0";"1";"Y";"0.45";"4.52";"None";"0.53";"-2.26";"0";"MOL";"-1";"5";"2";"1";"0";"72.0211";"ACID";"C3H3NaO2";"C=CC(=O)[O-].[Na+]"
"CHEMBL2271409";"METHYLETHYL KETONE CYANOHYDRIN";"";"Small molecule";"0";"99.13";"2";"4";"0.67";"44.02";"2";"1";"0";"1";"Y";"0.49";"12.48";"None";"0.54";"0.54";"0";"MOL";"-1";"7";"2";"1";"0";"99.0684";"NEUTRAL";"C5H9NO";"CCC(C)(O)C#N"
"CHEMBL57286";"ALLYLAMINE";"Allylamine";"Small molecule";"0";"57.10";"5";"632";"0.13";"26.02";"1";"1";"0";"1";"Y";"0.43";"None";"9.66";"0.11";"-2.09";"0";"MOL";"-1";"4";"1";"2";"0";"57.0578";"BASE";"C3H7N";"C=CCN"
"CHEMBL276924";"NITROMETHANE";"Nitromethane";"Small molecule";"0";"61.04";"16";"30";"-0.11";"43.14";"2";"0";"0";"0";"Y";"0.29";"9.14";"None";"0.03";"0.02";"0";"MOL";"-1";"4";"3";"0";"0";"61.0164";"NEUTRAL";"CH3NO2";"C[N+](=O)[O-]"
"CHEMBL1868166";"";"";"Small molecule";"0";"84.08";"3";"3";"-1.01";"56.73";"4";"1";"0";"0";"N";"0.41";"None";"1.96";"-2.07";"-2.07";"1";"MOL";"-1";"6";"4";"2";"0";"84.0436";"NEUTRAL";"C2H4N4";"Nn1cnnc1"
"CHEMBL224231";"";"";"Small molecule";"0";"96.08";"2";"2";"0.08";"34.14";"2";"0";"0";"0";"Y";"0.40";"9.32";"None";"0.73";"0.73";"0";"MOL";"-1";"7";"2";"0";"0";"96.0211";"NEUTRAL";"C5H4O2";"O=C1C=CC(=O)C1"
"CHEMBL119596";"2-ETHOXYETHANOL";"";"Small molecule";"0";"90.12";"2";"2";"0.02";"29.46";"2";"1";"0";"3";"Y";"0.49";"None";"None";"-0.21";"-0.21";"0";"MOL";"-1";"6";"2";"1";"0";"90.0681";"NEUTRAL";"C4H10O2";"CCOCCO"
"CHEMBL1644028";"THIOCYANATE SODIUM";"SODIUM RHODANATE|SODIUM SULFOCYANATE|THIOCYANATE SODIUM";"Small molecule";"0";"81.07";"9";"51";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"80.9649";"None";"CNNaS";"N#C[S-].[Na+]"
"CHEMBL3974691";"";"";"Small molecule";"0";"91.54";"1";"1";"0.70";"26.02";"1";"1";"0";"1";"Y";"0.51";"None";"9.62";"0.42";"-1.74";"0";"MOL";"-1";"5";"1";"2";"0";"91.0189";"BASE";"C3H6ClN";"NC/C=C/Cl"
"CHEMBL540990";"AZIRIDINE";"Aziridine";"Small molecule";"0";"43.07";"1";"2";"-0.41";"21.94";"1";"1";"0";"0";"Y";"0.37";"None";"8.04";"-0.36";"-1.09";"0";"MOL";"-1";"3";"1";"1";"0";"43.0422";"NEUTRAL";"C2H5N";"C1CN1"
"CHEMBL1213528";"CROTONIC ACID";"Crotonate|Crotonic Acid";"Small molecule";"0";"86.09";"10";"18";"0.65";"37.30";"1";"1";"0";"1";"Y";"0.48";"4.71";"None";"0.92";"-1.71";"0";"MOL";"-1";"6";"2";"1";"0";"86.0368";"ACID";"C4H6O2";"C/C=C/C(=O)O"
"CHEMBL1869638";"";"";"Small molecule";"0";"87.12";"4";"5";"1.25";"32.59";"2";"1";"0";"2";"Y";"0.31";"11.34";"3.43";"0.77";"0.77";"0";"MOL";"-1";"6";"2";"1";"0";"87.0684";"NEUTRAL";"C4H9NO";"CCC/C=N/O"
"CHEMBL4086262";"";"";"Small molecule";"0";"84.07";"1";"6";"-0.21";"26.30";"2";"0";"0";"0";"Y";"0.23";"None";"None";"0.56";"0.56";"0";"MOL";"-1";"6";"2";"0";"0";"84.0211";"NEUTRAL";"C4H4O2";"C#CC(=O)OC"
"CHEMBL3929571";"";"";"Small molecule";"0";"94.12";"1";"2";"0.98";"17.82";"2";"0";"0";"1";"Y";"0.51";"None";"6.17";"0.58";"0.56";"1";"MOL";"-1";"7";"2";"0";"0";"94.0531";"NEUTRAL";"C5H6N2";"C=Cn1ccnc1"
"CHEMBL3186956";"";"";"Small molecule";"0";"73.14";"";"";"0.74";"26.02";"1";"1";"0";"1";"Y";"0.49";"None";"10.44";"0.67";"-2.06";"0";"MOL";"-1";"5";"1";"2";"0";"73.0891";"BASE";"C4H11N";"CCC(C)N"
"CHEMBL2111064";"FORMALDEHYDE SULFINIC ACID";"";"Small molecule";"0";"96.11";"";"";"-0.84";"57.53";"2";"2";"0";"1";"Y";"0.42";"2.00";"None";"-0.94";"-3.20";"0";"MOL";"0";"5";"3";"2";"0";"95.9881";"ACID";"CH4O3S";"O=S(O)CO"
"CHEMBL1566132";"";"";"Small molecule";"0";"68.12";"5";"6";"1.75";"0.00";"0";"0";"0";"1";"Y";"0.41";"None";"None";"1.88";"1.88";"0";"MOL";"-1";"5";"0";"0";"0";"68.0626";"None";"C5H8";"C=CC(=C)C"
"CHEMBL1566946";"";"";"Small molecule";"0";"99.16";"7";"11";"1.45";"12.89";"2";"0";"0";"0";"Y";"0.48";"None";"2.74";"0.76";"0.76";"1";"MOL";"-1";"6";"1";"0";"0";"99.0143";"NEUTRAL";"C4H5NS";"Cc1cscn1"
"CHEMBL15605";"HYDROCHLORTHIAZIDE";"Thiazole";"Small molecule";"0";"85.13";"4";"8";"1.14";"12.89";"2";"0";"0";"0";"Y";"0.46";"None";"2.89";"0.63";"0.63";"1";"MOL";"0";"5";"1";"0";"0";"84.9986";"NEUTRAL";"C3H3NS";"c1cscn1"
"CHEMBL4227850";"";"";"Small molecule";"0";"84.08";"1";"1";"0.12";"48.91";"2";"2";"0";"0";"Y";"0.47";"6.23";"1.69";"0.57";"-0.53";"1";"MOL";"-1";"6";"3";"2";"0";"84.0324";"ACID";"C3H4N2O";"Oc1cc[nH]n1"
"CHEMBL1200627";"PROPIOLACTONE";"Betaprone|PROPIOLACTONE";"Small molecule";"4";"72.06";"6";"7";"-0.07";"26.30";"2";"0";"0";"0";"Y";"0.37";"None";"None";"-0.14";"-0.14";"0";"MOL";"0";"5";"2";"0";"0";"72.0211";"NEUTRAL";"C3H4O2";"O=C1CCO1"
"CHEMBL86473";"VANADATE";"Vanadate";"Small molecule";"0";"99.95";"11";"16";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"98.9397";"None";"HO3V";""
"CHEMBL3899142";"";"";"Small molecule";"0";"86.14";"1";"1";"-0.54";"52.04";"2";"2";"0";"2";"Y";"0.44";"None";"9.95";"-0.90";"-5.27";"0";"MOL";"-1";"6";"2";"4";"0";"86.0844";"BASE";"C4H10N2";"NC/C=C/CN"
"CHEMBL1551365";"ETHYL NITRITE [SPIRIT]";"ETHYL NITRITE [SPIRIT]|NITRE, SWEET SPIRIT OF|SPIRIT OF NITROUS ETHER";"Small molecule";"4";"75.07";"5";"6";"0.70";"38.66";"3";"0";"0";"2";"Y";"0.36";"None";"None";"0.90";"0.90";"0";"MOL";"0";"5";"3";"0";"0";"75.0320";"NEUTRAL";"C2H5NO2";"CCON=O"
"CHEMBL1563026";"";"";"Small molecule";"0";"56.06";"2";"2";"-0.39";"20.23";"1";"1";"0";"0";"Y";"0.37";"13.65";"None";"-0.29";"-0.29";"0";"MOL";"-1";"4";"1";"1";"0";"56.0262";"NEUTRAL";"C3H4O";"C#CCO"
"CHEMBL45065";"2-PENTANOL";"2-Pentanol|Pentan-2-ol";"Small molecule";"0";"88.15";"3";"4";"1.17";"20.23";"1";"1";"0";"2";"Y";"0.54";"None";"None";"1.22";"1.22";"0";"MOL";"-1";"6";"1";"1";"0";"88.0888";"NEUTRAL";"C5H12O";"CCCC(C)O"
"CHEMBL3184903";"";"";"Small molecule";"0";"98.14";"1";"1";"1.54";"17.07";"1";"0";"0";"1";"Y";"0.45";"None";"None";"1.64";"1.64";"0";"MOL";"-1";"7";"1";"0";"0";"98.0732";"NEUTRAL";"C6H10O";"C/C=C(\C)C(C)=O"
"CHEMBL68073";"";"Tetramethyl-Silane";"Small molecule";"0";"88.23";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"88.0708";"None";"C4H12Si";"C[Si](C)(C)C"
"CHEMBL4297336";"ACETIC ACID C-11";"11C-ACETATE|ACETIC ACID C-11";"Small molecule";"2";"59.05";"";"";"0.09";"37.30";"1";"1";"0";"0";"Y";"0.43";"4.54";"None";"-0.22";"-3.00";"0";"MOL";"0";"4";"2";"1";"0";"60.0211";"ACID";"C2H4O2";"C[11C](=O)O"
"CHEMBL2106049";"CHARCOAL, ACTIVATED";"ACTIVATED CHARCOAL|AST 120|AST-120|CARBO VEGETABILIS|CARBON|CARBON, MEDICINAL|CHARCOAL|CHARCOAL, ACTIVATED|MEDICINAL CARBON|MEDICINAL CHARCOAL";"Small molecule";"3";"12.01";"";"";"0.08";"0.00";"0";"0";"0";"0";"Y";"0.35";"None";"None";"0.00";"0.00";"0";"MOL";"0";"1";"0";"0";"0";"12.0000";"None";"C";"[C]"
"CHEMBL4649900";"";"";"";"0";"86.09";"1";"128";"0.48";"37.30";"1";"1";"0";"1";"Y";"0.50";"4.42";"None";"0.56";"-2.32";"0";"MOL";"-1";"6";"2";"1";"0";"86.0368";"ACID";"C4H6O2";"O=C(O)C1CC1"
"CHEMBL1161685";"ISOTHIOCYANATE";"Isothiocyanate";"Small molecule";"0";"59.09";"3";"8";"0.67";"23.85";"2";"1";"0";"0";"Y";"0.32";"None";"2.64";"0.85";"0.85";"0";"MOL";"-1";"3";"1";"1";"0";"58.9830";"NEUTRAL";"CHNS";"N=C=S"
"CHEMBL2333144";"";"";"Small molecule";"0";"98.11";"6";"14";"-0.35";"52.89";"2";"1";"0";"1";"Y";"0.49";"9.19";"None";"-0.86";"-0.86";"0";"MOL";"-1";"7";"3";"1";"0";"98.0480";"NEUTRAL";"C4H6N2O";"CNC(=O)CC#N"
"CHEMBL4099976";"";"";"Small molecule";"0";"84.12";"1";"1";"1.15";"17.07";"1";"0";"0";"1";"Y";"0.44";"None";"None";"1.25";"1.25";"0";"MOL";"-1";"6";"1";"0";"0";"84.0575";"NEUTRAL";"C5H8O";"C/C=C/C(C)=O"
"CHEMBL45462";"BUTANOL";"2-Butanol|Butan-2-Ol";"Small molecule";"0";"74.12";"7";"12";"0.78";"20.23";"1";"1";"0";"1";"Y";"0.49";"None";"None";"0.78";"0.78";"0";"MOL";"-1";"5";"1";"1";"0";"74.0732";"NEUTRAL";"C4H10O";"CCC(C)O"
"CHEMBL297569";"BETA-ALANINE";"3-Amino-Propionic Acid|Beta-Alanine";"Small molecule";"0";"89.09";"21";"35";"-0.58";"63.32";"2";"2";"0";"2";"N";"0.48";"4.08";"10.31";"-3.17";"-3.17";"0";"MOL";"-1";"6";"3";"3";"0";"89.0477";"ZWITTERION";"C3H7NO2";"NCCC(=O)O"
"CHEMBL358850";"D-LACTIC ACID";"D-LACTIC ACID|Lactate";"Small molecule";"3";"90.08";"13";"33";"-0.55";"57.53";"2";"2";"0";"1";"Y";"0.45";"3.78";"None";"-0.47";"-3.74";"0";"MOL";"0";"6";"3";"2";"0";"90.0317";"ACID";"C3H6O3";"C[C@@H](O)C(=O)O"
"CHEMBL1187";"PHOSPHORIC ACID";"E 338|E-338|E338|FEMA NO. 2900|INS NO.338|INS-338|NSC-80804|PHOSPHORIC ACID|Phosphoric Acid|Y-11A06";"Small molecule";"4";"97.99";"10";"30";"-0.93";"77.76";"1";"3";"0";"0";"N";"0.34";"1.80";"None";"-1.02";"-3.97";"0";"MOL";"0";"5";"4";"3";"0";"97.9769";"ACID";"H3O4P";"O=P(O)(O)O"
"CHEMBL157368";"";"";"Small molecule";"0";"90.55";"6";"6";"1.80";"0.00";"0";"0";"0";"1";"Y";"0.34";"None";"None";"1.81";"1.81";"0";"MOL";"-1";"5";"0";"0";"0";"90.0236";"None";"C4H7Cl";"C=C(C)CCl"
"CHEMBL401514";"PROPARGYL ISOTHIOCYANATE";"Propargyl Isothiocyanate";"Small molecule";"0";"97.14";"2";"3";"0.72";"12.36";"2";"0";"0";"1";"Y";"0.27";"None";"None";"1.30";"1.30";"0";"MOL";"-1";"6";"1";"0";"0";"96.9986";"NEUTRAL";"C4H3NS";"C#CCN=C=S"
"CHEMBL2139230";"";"";"Small molecule";"0";"87.12";"1";"1";"1.25";"32.59";"2";"1";"0";"1";"Y";"0.29";"11.66";"3.23";"0.82";"0.82";"0";"MOL";"-1";"6";"2";"1";"0";"87.0684";"NEUTRAL";"C4H9NO";"CC/C(C)=N/O"
"CHEMBL2271403";"";"";"Small molecule";"0";"97.12";"2";"2";"0.71";"33.02";"2";"0";"0";"2";"Y";"0.48";"None";"None";"0.60";"0.60";"0";"MOL";"-1";"7";"2";"0";"0";"97.0528";"NEUTRAL";"C5H7NO";"C=CC(C#N)OC"
"CHEMBL1439332";"";"";"Small molecule";"0";"96.13";"10";"22";"1.30";"17.07";"1";"0";"0";"0";"Y";"0.44";"None";"None";"1.49";"1.49";"0";"MOL";"-1";"7";"1";"0";"0";"96.0575";"NEUTRAL";"C6H8O";"O=C1C=CCCC1"
"CHEMBL15722";"3-METHYLPYRIDINE";"3-Picoline";"Small molecule";"0";"93.13";"10";"13";"1.39";"12.89";"1";"0";"0";"0";"Y";"0.47";"None";"5.63";"1.27";"1.26";"1";"MOL";"-1";"7";"1";"0";"0";"93.0578";"NEUTRAL";"C6H7N";"Cc1cccnc1"
"CHEMBL1200728";"GUANIDINE HYDROCHLORIDE";"GUANIDINE HYDROCHLORIDE|Guanidine hydrochloride";"Small molecule";"4";"95.53";"6";"29";"-1.16";"75.89";"1";"3";"0";"0";"N";"0.24";"None";"12.55";"-1.24";"-3.65";"0";"MOL";"0";"4";"3";"5";"0";"59.0483";"BASE";"CH6ClN3";"Cl.N=C(N)N"
"CHEMBL252557";"GLYCOLIC ACID";"2-Hydroxyacetic Acid|GLYCOLIC ACID|NSC-166";"Small molecule";"2";"76.05";"108";"267";"-0.94";"57.53";"2";"2";"0";"1";"Y";"0.42";"3.53";"None";"-1.04";"-4.41";"0";"MOL";"0";"5";"3";"2";"0";"76.0160";"ACID";"C2H4O3";"O=C(O)CO"
"CHEMBL15797";"PYRAZINE";"FEMA NO. 4015|NSC-400221|PYRAZINE";"Small molecule";"3";"80.09";"3";"4";"0.48";"25.78";"2";"0";"0";"0";"Y";"0.45";"None";"0.88";"-0.46";"-0.46";"1";"MOL";"0";"6";"2";"0";"0";"80.0374";"NEUTRAL";"C4H4N2";"c1cnccn1"
"CHEMBL2228308";"POTASSIUM CYANIDE";"";"Small molecule";"0";"65.12";"6";"10";"0.14";"23.79";"1";"0";"0";"0";"Y";"0.37";"9.50";"None";"-0.35";"-0.34";"0";"MOL";"-1";"2";"1";"0";"0";"27.0109";"NEUTRAL";"CKN";"[C-]#N.[K+]"
"CHEMBL2227684";"ACETAMIDINE";"";"Small molecule";"0";"58.08";"3";"3";"-0.06";"49.87";"1";"2";"0";"0";"Y";"0.30";"None";"12.99";"-0.96";"-3.38";"0";"MOL";"-1";"4";"2";"3";"0";"58.0531";"BASE";"C2H6N2";"CC(=N)N"
"CHEMBL1229871";"L-ALANINOL";"";"Small molecule";"0";"75.11";"2";"2";"-0.67";"46.25";"2";"2";"0";"1";"Y";"0.43";"None";"9.79";"-0.90";"-3.20";"0";"MOL";"-1";"5";"2";"3";"0";"75.0684";"BASE";"C3H9NO";"C[C@H](N)CO"
