"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1162545";"GLYOXYLATE";"2-Oxoacetate";"Small molecule";"0";"74.03";"2";"4";"-0.73";"54.37";"2";"1";"0";"1";"Y";"0.33";"2.61";"None";"-0.13";"-3.64";"0";"MOL";"-1";"5";"3";"1";"0";"74.0004";"ACID";"C2H2O3";"O=CC(=O)O"
"CHEMBL374159";"MALEIC ANHYDRIDE";"Furan-2,5-dione";"Small molecule";"0";"98.06";"3";"4";"-0.37";"43.37";"3";"0";"0";"0";"Y";"0.31";"None";"None";"0.56";"0.56";"0";"MOL";"-1";"7";"3";"0";"0";"98.0004";"None";"C4H2O3";"O=C1C=CC(=O)O1"
"CHEMBL3560728";"";"";"Small molecule";"0";"94.07";"";"";"-0.43";"26.02";"1";"1";"0";"0";"Y";"0.38";"None";"10.08";"-0.63";"-3.15";"0";"MOL";"-1";"2";"1";"2";"0";"31.0422";"BASE";"CH6N2O3";"CN.O=[N+]([O-])O"
"CHEMBL3186839";"";"";"Small molecule";"0";"83.13";"";"";"1.56";"23.79";"1";"0";"0";"1";"Y";"0.47";"None";"None";"1.27";"1.27";"0";"MOL";"-1";"6";"1";"0";"0";"83.0735";"None";"C5H9N";"CC(C)CC#N"
"CHEMBL1201326";"RUBIDIUM";"RUBIDIUM";"Small molecule";"3";"85.47";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"84.9118";"None";"Rb";"[Rb]"
"CHEMBL3188586";"";"";"Small molecule";"0";"88.11";"";"";"-0.47";"40.46";"2";"2";"0";"2";"Y";"0.45";"None";"None";"-0.68";"-0.68";"0";"MOL";"-1";"6";"2";"2";"0";"88.0524";"NEUTRAL";"C4H8O2";"OC/C=C/CO"
"CHEMBL3304047";"";"";"Small molecule";"0";"98.15";"";"";"0.40";"24.39";"1";"1";"0";"0";"Y";"0.47";"None";"11.94";"-0.23";"-2.64";"0";"MOL";"-1";"7";"2";"1";"0";"98.0844";"BASE";"C5H10N2";"C/N=C1\CCCN1"
"CHEMBL3187297";"";"";"Small molecule";"0";"75.50";"";"";"0.75";"23.79";"1";"0";"0";"0";"Y";"0.39";"None";"None";"0.37";"0.37";"0";"MOL";"-1";"4";"1";"0";"0";"74.9876";"NEUTRAL";"C2H2ClN";"N#CCCl"
"CHEMBL3188262";"";"";"Small molecule";"0";"89.14";"";"";"-0.41";"32.26";"2";"2";"0";"3";"Y";"0.46";"None";"9.89";"-0.53";"-2.95";"0";"MOL";"-1";"6";"2";"2";"0";"89.0841";"BASE";"C4H11NO";"CCNCCO"
"CHEMBL2107006";"SODA LIME";"SODA LIME|Sodasorb";"Small molecule";"0";"96.07";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"55.9575";"None";"HCaNaO2";"O=[Ca].[Na+].[OH-]"
"CHEMBL3560005";"";"";"Small molecule";"0";"87.08";"";"";"-1.13";"55.62";"2";"1";"0";"1";"Y";"0.41";"None";"None";"-1.16";"-1.16";"0";"MOL";"-1";"6";"3";"2";"0";"87.0320";"NEUTRAL";"C3H5NO2";"NC(=O)C1CO1"
"CHEMBL3039851";"";"";"Small molecule";"0";"98.15";"";"";"0.29";"6.48";"2";"0";"0";"0";"Y";"0.43";"None";"4.53";"0.22";"0.22";"0";"MOL";"-1";"7";"2";"0";"0";"98.0844";"NEUTRAL";"C5H10N2";"CN1C=CN(C)C1"
"CHEMBL3183047";"";"";"Small molecule";"0";"90.12";"";"";"-0.39";"40.46";"2";"2";"0";"2";"Y";"0.48";"None";"None";"-0.67";"-0.67";"0";"MOL";"-1";"6";"2";"2";"0";"90.0681";"NEUTRAL";"C4H10O2";"CC(CO)CO"
"CHEMBL2105849";"AMMONIUM CARBONATE";"AMMONIUM CARBONATE";"Small molecule";"0";"96.09";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"96.0535";"None";"CH8N2O3";"N.N.O=C(O)O"
"CHEMBL1232411";"";"";"Small molecule";"0";"90.12";"";"";"0.28";"18.46";"2";"0";"0";"3";"Y";"0.46";"None";"None";"0.08";"0.08";"0";"MOL";"-1";"6";"2";"0";"0";"90.0681";"NEUTRAL";"C4H10O2";"COCCOC"
"CHEMBL3184026";"";"";"Small molecule";"0";"94.07";"";"";"-0.98";"69.11";"1";"2";"0";"0";"N";"0.37";"None";"None";"-1.36";"-1.36";"0";"MOL";"-1";"4";"3";"4";"0";"60.0324";"NEUTRAL";"CH6N2O3";"NC(N)=O.OO"
"CHEMBL3185256";"";"";"Small molecule";"0";"80.51";"";"";"0.83";"9.23";"1";"0";"0";"1";"Y";"0.42";"None";"None";"0.74";"0.74";"0";"MOL";"-1";"4";"1";"0";"0";"80.0029";"NEUTRAL";"C2H5ClO";"COCCl"
"CHEMBL3184935";"";"";"Small molecule";"0";"60.12";"";"";"0.73";"0.00";"1";"0";"0";"0";"Y";"0.37";"None";"None";"0.53";"0.53";"0";"MOL";"-1";"3";"0";"0";"0";"60.0034";"None";"C2H4S";"C1CS1"
"CHEMBL3186904";"";"";"Small molecule";"0";"87.81";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"88.0107";"None";"HBF4";"F[B-](F)(F)F.[H+]"
"CHEMBL3186306";"";"";"Small molecule";"0";"90.12";"";"";"0.01";"29.46";"2";"1";"0";"2";"Y";"0.52";"None";"None";"-0.15";"-0.15";"0";"MOL";"-1";"6";"2";"1";"0";"90.0681";"NEUTRAL";"C4H10O2";"COCC(C)O"
"CHEMBL3185860";"";"";"Small molecule";"0";"85.06";"";"";"-0.02";"61.09";"2";"1";"0";"1";"N";"0.49";"2.06";"None";"-0.27";"-3.80";"0";"MOL";"-1";"6";"3";"1";"0";"85.0164";"ACID";"C3H3NO2";"N#CCC(=O)O"
"CHEMBL3561873";"";"";"Small molecule";"0";"88.11";"";"";"-0.04";"37.30";"2";"1";"0";"1";"Y";"0.49";"13.72";"None";"-0.14";"-0.14";"0";"MOL";"-1";"6";"2";"1";"0";"88.0524";"NEUTRAL";"C4H8O2";"CC(=O)C(C)O"
"CHEMBL2106034";"STRONTIUM SR 85";"85SR|STRONTIUM SR 85";"Small molecule";"0";"86.93";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"89.9213";"None";"H2Sr";"[85SrH2]"
"CHEMBL3188865";"";"";"Small molecule";"0";"89.56";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"88.9327";"None";"CCuN";""
"CHEMBL3187873";"";"";"Small molecule";"0";"99.18";"";"";"1.17";"12.03";"1";"1";"0";"3";"Y";"0.52";"None";"9.95";"1.14";"-1.34";"0";"MOL";"-1";"7";"1";"1";"0";"99.1048";"BASE";"C6H13N";"C=C(C)CNCC"
"CHEMBL2096635";"UREA C 14";"PYTEST|PYTEST KIT|UREA C 14|UREA, C-14|Urea, c-14";"Small molecule";"4";"62.05";"";"";"-0.98";"69.11";"1";"2";"0";"0";"N";"0.37";"None";"None";"-1.36";"-1.36";"0";"MOL";"0";"4";"3";"4";"0";"60.0324";"NEUTRAL";"CH4N2O";"N[14C](N)=O"
"CHEMBL1193979";"";"";"Small molecule";"0";"87.13";"";"";"-0.64";"47.91";"1";"3";"0";"0";"Y";"0.27";"None";"13.01";"-0.68";"-3.10";"0";"MOL";"-1";"6";"3";"3";"0";"87.0796";"BASE";"C3H9N3";"CNC(=N)NC"
"CHEMBL3183368";"";"";"Small molecule";"0";"84.16";"";"";"2.22";"0.00";"0";"0";"0";"0";"Y";"0.39";"None";"None";"2.53";"2.53";"0";"MOL";"-1";"6";"0";"0";"0";"84.0939";"None";"C6H12";"C=CC(C)(C)C"
"CHEMBL3183607";"";"";"Small molecule";"0";"90.12";"";"";"0.63";"18.46";"2";"0";"0";"2";"Y";"0.46";"None";"None";"0.42";"0.42";"0";"MOL";"-1";"6";"2";"0";"0";"90.0681";"NEUTRAL";"C4H10O2";"COC(C)OC"
"CHEMBL2447922";"IMIDAZOLINONE";"";"Small molecule";"0";"84.08";"1";"2";"-0.86";"41.46";"2";"1";"0";"0";"Y";"0.41";"10.29";"5.12";"-1.15";"-1.16";"0";"MOL";"-1";"6";"3";"1";"0";"84.0324";"NEUTRAL";"C3H4N2O";"O=C1CN=CN1"
"CHEMBL281417";"N-METHYLPIPERIDINE";"1-Methyl-Piperidine|N-Methylpiperidine";"Small molecule";"0";"99.18";"3";"9";"1.10";"3.24";"1";"0";"0";"0";"Y";"0.44";"None";"9.81";"1.04";"-1.34";"0";"MOL";"-1";"7";"1";"0";"0";"99.1048";"BASE";"C6H13N";"CN1CCCCC1"
"CHEMBL2270060";"2-METHYLBUTANAL";"";"Small molecule";"0";"86.13";"8";"10";"1.23";"17.07";"1";"0";"0";"2";"Y";"0.46";"None";"None";"1.31";"1.31";"0";"MOL";"-1";"6";"1";"0";"0";"86.0732";"NEUTRAL";"C5H10O";"CCC(C)C=O"
"CHEMBL14687";"PROPANOL";"Ethylcarbinol|PROPANOL|Propan-1-ol|Propanol";"Small molecule";"0";"60.10";"12";"33";"0.39";"20.23";"1";"1";"0";"1";"Y";"0.46";"None";"None";"0.36";"0.36";"0";"MOL";"0";"4";"1";"1";"0";"60.0575";"NEUTRAL";"C3H8O";"CCCO"
"CHEMBL24080";"";"Trimethyl-ammonium hydroxide";"Small molecule";"0";"77.13";"1";"2";"0.18";"3.24";"1";"0";"0";"0";"Y";"0.38";"None";"9.57";"0.19";"-1.97";"0";"MOL";"-1";"4";"1";"0";"0";"59.0735";"BASE";"C3H11NO";"CN(C)C.O"
"CHEMBL500826";"SODIUM PROPIONATE";"E281|Sodium Propionate";"Small molecule";"2";"96.06";"7";"18";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"96.0187";"None";"C3H5NaO2";"CCC(=O)[O-].[Na+]"
"CHEMBL45211";"ACETONITRILE";"Acetonitrile";"Small molecule";"0";"41.05";"4";"7";"0.53";"23.79";"1";"0";"0";"0";"Y";"0.39";"None";"None";"-0.17";"-0.17";"0";"MOL";"-1";"3";"1";"0";"0";"41.0265";"NEUTRAL";"C2H3N";"CC#N"
"CHEMBL297630";"";"";"Small molecule";"0";"94.11";"1";"2";"0.88";"12.53";"1";"0";"0";"0";"Y";"0.41";"None";"None";"0.96";"0.96";"0";"MOL";"-1";"7";"1";"0";"0";"94.0419";"NEUTRAL";"C6H6O";"C1=CC2OC2C=C1"
"CHEMBL1237171";"";"";"Small molecule";"0";"77.17";"";"";"0.49";"0.00";"0";"0";"0";"0";"Y";"0.37";"None";"None";"-0.08";"-0.08";"0";"MOL";"-1";"4";"0";"0";"0";"77.0419";"NEUTRAL";"C3H9S+";"C[S+](C)C"
"CHEMBL1234380";"";"";"Small molecule";"0";"88.11";"";"";"-0.45";"41.13";"1";"2";"0";"0";"Y";"0.41";"None";"None";"-0.92";"-0.92";"0";"MOL";"-1";"6";"3";"2";"0";"88.0637";"NEUTRAL";"C3H8N2O";"CNC(=O)NC"
"CHEMBL3182458";"";"";"Small molecule";"0";"90.19";"";"";"1.71";"0.00";"1";"1";"0";"0";"Y";"0.43";"10.02";"None";"1.58";"1.58";"0";"MOL";"-1";"5";"0";"0";"0";"90.0503";"NEUTRAL";"C4H10S";"CC(C)(C)S"
"CHEMBL15849";"BUTANONE";"Butan-2-One|Butanone";"Small molecule";"0";"72.11";"5";"17";"0.99";"17.07";"1";"0";"0";"1";"Y";"0.45";"None";"None";"0.81";"0.81";"0";"MOL";"-1";"5";"1";"0";"0";"72.0575";"NEUTRAL";"C4H8O";"CCC(C)=O"
"CHEMBL3560782";"";"";"Small molecule";"0";"85.11";"";"";"0.55";"33.02";"2";"0";"0";"2";"Y";"0.46";"None";"None";"-0.10";"-0.10";"0";"MOL";"-1";"6";"2";"0";"0";"85.0528";"NEUTRAL";"C4H7NO";"COCCC#N"
"CHEMBL1562258";"";"";"Small molecule";"0";"80.09";"5";"5";"0.81";"47.58";"2";"0";"0";"1";"Y";"0.44";"None";"None";"-0.28";"-0.28";"0";"MOL";"-1";"6";"2";"0";"0";"80.0374";"NEUTRAL";"C4H4N2";"N#CCCC#N"
"CHEMBL4475870";"";"";"";"0";"90.15";"1";"2";"-0.55";"38.05";"1";"2";"0";"0";"Y";"0.39";"None";"None";"-0.25";"-0.25";"0";"MOL";"-1";"5";"2";"3";"0";"90.0252";"NEUTRAL";"C2H6N2S";"CNC(N)=S"
"CHEMBL49963";"";"N-Cyclopropyl-Formamide";"Small molecule";"0";"85.11";"6";"6";"-0.11";"29.10";"1";"1";"0";"2";"Y";"0.47";"None";"None";"-0.39";"-0.39";"0";"MOL";"-1";"6";"2";"1";"0";"85.0528";"NEUTRAL";"C4H7NO";"O=CNC1CC1"
"CHEMBL2269086";"";"";"Small molecule";"0";"86.13";"6";"6";"0.94";"20.23";"1";"1";"0";"2";"Y";"0.50";"None";"None";"1.15";"1.15";"0";"MOL";"-1";"6";"1";"1";"0";"86.0732";"NEUTRAL";"C5H10O";"C=CC(O)CC"
"CHEMBL278958";"THIOPHENE";"Thiophene";"Small molecule";"0";"84.14";"4";"4";"1.75";"0.00";"1";"0";"0";"0";"Y";"0.45";"None";"None";"1.75";"1.75";"1";"MOL";"-1";"5";"0";"0";"0";"84.0034";"None";"C4H4S";"c1ccsc1"
"CHEMBL30909";"";"2-Methyl-Pentane|2-Methylpentane";"Small molecule";"0";"86.18";"3";"6";"2.44";"0.00";"0";"0";"0";"2";"Y";"0.48";"None";"None";"2.97";"2.97";"0";"MOL";"-1";"6";"0";"0";"0";"86.1096";"None";"C6H14";"CCCC(C)C"
"CHEMBL1606435";"";"";"Small molecule";"0";"58.04";"6";"6";"-0.62";"34.14";"2";"0";"0";"1";"Y";"0.30";"None";"None";"0.00";"0.00";"0";"MOL";"-1";"4";"2";"0";"0";"58.0055";"None";"C2H2O2";"O=CC=O"
"CHEMBL665";"N-METHYL PYRROLIDINE (NMP)";"N-Methyl Pyrrolidine (Nmp)";"Small molecule";"0";"85.15";"3";"9";"0.71";"3.24";"1";"0";"0";"0";"Y";"0.42";"None";"10.08";"0.60";"-2.02";"0";"MOL";"-1";"6";"1";"0";"0";"85.0891";"BASE";"C5H11N";"CN1CCCC1"
"CHEMBL1162361";"";"3-Fluoro-Pyridinium";"Small molecule";"0";"97.09";"1";"1";"1.22";"12.89";"1";"0";"0";"0";"Y";"0.47";"None";"2.70";"0.90";"0.90";"1";"MOL";"-1";"7";"1";"0";"0";"97.0328";"NEUTRAL";"C5H4FN";"Fc1cccnc1"
"CHEMBL3558338";"";"";"Small molecule";"0";"71.12";"";"";"0.39";"12.03";"1";"1";"0";"2";"Y";"0.46";"None";"9.80";"0.54";"-1.81";"0";"MOL";"-1";"5";"1";"1";"0";"71.0735";"BASE";"C4H9N";"C=CCNC"
"CHEMBL1697705";"";"";"Small molecule";"0";"97.12";"1";"2";"0.45";"44.02";"2";"1";"0";"2";"Y";"0.51";"None";"None";"0.05";"0.05";"0";"MOL";"-1";"7";"2";"1";"0";"97.0528";"NEUTRAL";"C5H7NO";"C=CC(O)CC#N"
"CHEMBL3188292";"";"";"Small molecule";"0";"60.08";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"59.9668";"None";"O2Si";"O=[Si]=O"
"CHEMBL1379";"TETRAHYDROTHIOPHENE";"Tetrahydrothiophene";"Small molecule";"0";"88.18";"2";"5";"1.51";"0.00";"1";"0";"0";"0";"Y";"0.43";"None";"None";"1.42";"1.42";"0";"MOL";"-1";"5";"0";"0";"0";"88.0347";"None";"C4H8S";"C1CCSC1"
"CHEMBL3306347";"";"";"Small molecule";"0";"92.55";"";"";"0.53";"3.01";"0";"0";"0";"0";"Y";"0.30";"None";"None";"-3.02";"-3.02";"0";"MOL";"-1";"5";"1";"0";"0";"92.0262";"None";"C3H7ClN+";"C[N+](C)=CCl"
"CHEMBL2365371";"";"";"Small molecule";"0";"92.53";"";"";"0.16";"49.87";"1";"2";"0";"1";"Y";"0.27";"None";"10.09";"-0.42";"-2.65";"0";"MOL";"-1";"5";"2";"3";"0";"92.0141";"BASE";"C2H5ClN2";"N=C(N)CCl"
"CHEMBL3183920";"";"";"Small molecule";"0";"86.13";"";"";"1.23";"17.07";"1";"0";"0";"1";"Y";"0.47";"None";"None";"1.35";"1.35";"0";"MOL";"-1";"6";"1";"0";"0";"86.0732";"NEUTRAL";"C5H10O";"CC(=O)C(C)C"
"CHEMBL119108";"";"But-2-yne";"Small molecule";"0";"54.09";"1";"1";"1.03";"0.00";"0";"0";"0";"0";"Y";"0.36";"None";"None";"1.83";"1.83";"0";"MOL";"-1";"4";"0";"0";"0";"54.0470";"None";"C4H6";"CC#CC"
"CHEMBL3188256";"";"";"Small molecule";"0";"90.19";"";"";"1.72";"0.00";"1";"1";"0";"2";"Y";"0.49";"10.20";"None";"2.06";"2.06";"0";"MOL";"-1";"5";"0";"0";"0";"90.0503";"NEUTRAL";"C4H10S";"CCCCS"
"CHEMBL3218995";"";"";"Small molecule";"0";"73.89";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"74.0539";"None";"C2H7BO2";"CCB(O)O"
"CHEMBL1193997";"";"";"Small molecule";"0";"56.07";"";"";"-0.53";"49.81";"2";"1";"0";"0";"Y";"0.38";"None";"6.39";"-1.09";"-1.13";"0";"MOL";"-1";"4";"2";"2";"0";"56.0374";"NEUTRAL";"C2H4N2";"N#CCN"
"CHEMBL3188413";"";"";"Small molecule";"0";"84.12";"";"";"0.25";"49.81";"2";"1";"0";"0";"Y";"0.46";"None";"6.89";"-0.09";"-0.21";"0";"MOL";"-1";"6";"2";"2";"0";"84.0687";"NEUTRAL";"C4H8N2";"CC(C)(N)C#N"
"CHEMBL3184786";"";"";"Small molecule";"0";"89.14";"";"";"0.72";"23.47";"2";"1";"0";"2";"Y";"0.50";"None";"4.14";"0.14";"0.14";"0";"MOL";"-1";"6";"2";"1";"0";"89.0841";"NEUTRAL";"C4H11NO";"CCN(O)CC"
"CHEMBL457863";"";"1-Allylguanidine";"Small molecule";"0";"99.14";"1";"4";"-0.34";"61.90";"1";"3";"0";"2";"N";"0.25";"None";"12.53";"-0.23";"-2.64";"0";"MOL";"-1";"7";"3";"4";"0";"99.0796";"BASE";"C4H9N3";"C=CCNC(=N)N"
"CHEMBL3187281";"";"";"Small molecule";"0";"74.08";"";"";"-0.01";"18.46";"2";"0";"0";"0";"Y";"0.40";"None";"None";"0.02";"0.02";"0";"MOL";"-1";"5";"2";"0";"0";"74.0368";"NEUTRAL";"C3H6O2";"C1COCO1"
"CHEMBL59093";"COBALT (II) ION";"Cobalt(II)";"Small molecule";"0";"58.93";"2";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"58.9321";"None";"Co+2";""
"CHEMBL426643";"";"";"Small molecule";"0";"81.12";"1";"1";"1.32";"15.79";"0";"1";"0";"0";"Y";"0.48";"None";"None";"1.57";"1.57";"1";"MOL";"-1";"6";"1";"1";"0";"81.0578";"NEUTRAL";"C5H7N";"Cc1cc[nH]c1"
"CHEMBL3183780";"";"";"Small molecule";"0";"90.08";"";"";"-0.78";"64.35";"3";"2";"0";"0";"N";"0.23";"12.79";"2.71";"-0.71";"-0.71";"0";"MOL";"-1";"6";"4";"3";"0";"90.0429";"NEUTRAL";"C2H6N2O2";"COC(=O)NN"
"CHEMBL2009828";"";"";"Small molecule";"0";"91.11";"";"";"1.52";"0.00";"0";"0";"0";"0";"Y";"0.40";"None";"None";"0.69";"0.69";"0";"MOL";"-1";"5";"0";"0";"0";"91.0671";"None";"C4H12P+";"C[P+](C)(C)C"
"CHEMBL120433";"DIMETHYLAMINE";"Dimethyl-Amine|Dimethylamine|Dimethylammonium";"Small molecule";"0";"45.09";"9";"10";"-0.16";"12.03";"1";"1";"0";"0";"Y";"0.40";"None";"10.52";"-0.19";"-3.07";"0";"MOL";"-1";"3";"1";"1";"0";"45.0578";"BASE";"C2H7N";"CNC"
"CHEMBL2096648";"UREA C 13";"BREATHTEK UBT FOR H-PYLORI|HELICOSOL|MERETEK UBT KIT (W/ PRANACTIN)|PYLORI-CHEK BREATH TEST|UREA C 13|UREA C-13|Urea c-13";"Small molecule";"4";"61.05";"";"";"-0.98";"69.11";"1";"2";"0";"0";"N";"0.37";"None";"None";"-1.36";"-1.36";"0";"MOL";"0";"4";"3";"4";"0";"60.0324";"NEUTRAL";"CH4N2O";"N[13C](N)=O"
"CHEMBL2105895";"POTASSIUM CHLORIDE K 42";"42K|POTASSIUM CHLORIDE K 42";"Small molecule";"0";"77.42";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"73.9326";"None";"ClK";"[42K+].[Cl-]"
"CHEMBL1231084";"CHLOROACETONE";"Chloromethylketone";"Small molecule";"0";"92.53";"2";"3";"0.81";"17.07";"1";"0";"0";"1";"Y";"0.44";"None";"None";"0.64";"0.64";"0";"MOL";"-1";"5";"1";"0";"0";"92.0029";"NEUTRAL";"C3H5ClO";"CC(=O)CCl"
"CHEMBL1963385";"";"";"Small molecule";"0";"99.10";"";"";"-1.34";"80.48";"4";"2";"0";"1";"N";"0.46";"3.10";"8.59";"-3.12";"-3.12";"1";"MOL";"-1";"7";"5";"3";"0";"99.0545";"ZWITTERION";"C2H5N5";"NCc1nnn[nH]1"
"CHEMBL3185965";"";"";"Small molecule";"0";"88.07";"";"";"-1.61";"58.20";"2";"2";"0";"3";"Y";"0.25";"10.82";"None";"-1.72";"-1.72";"0";"MOL";"-1";"6";"4";"2";"0";"88.0273";"NEUTRAL";"C2H4N2O2";"O=CNNC=O"
"CHEMBL355001";"SULFAMIDE";"Sulfuric Diamide";"Small molecule";"0";"96.11";"29";"165";"-1.85";"86.18";"2";"2";"0";"0";"N";"0.37";"13.00";"None";"-1.99";"-1.99";"0";"MOL";"-1";"5";"4";"4";"0";"95.9993";"NEUTRAL";"H4N2O2S";"NS(N)(=O)=O"
"CHEMBL352219";"ISOBUTYRAMIDE";"Isobutyramide";"Small molecule";"0";"87.12";"57";"61";"0.13";"43.09";"1";"1";"0";"1";"Y";"0.48";"None";"None";"0.21";"0.21";"0";"MOL";"-1";"6";"2";"2";"0";"87.0684";"NEUTRAL";"C4H9NO";"CC(C)C(N)=O"
"CHEMBL15625";"NITROETHANE";"Nitro-Ethane|Nitroethane";"Small molecule";"0";"75.07";"3";"6";"0.28";"43.14";"2";"0";"0";"1";"Y";"0.33";"9.24";"None";"0.39";"0.38";"0";"MOL";"-1";"5";"3";"0";"0";"75.0320";"NEUTRAL";"C2H5NO2";"CC[N+](=O)[O-]"
"CHEMBL3186475";"";"";"Small molecule";"0";"90.12";"";"";"-0.25";"40.46";"2";"2";"0";"2";"Y";"0.49";"None";"None";"-0.73";"-0.73";"0";"MOL";"-1";"6";"2";"2";"0";"90.0681";"NEUTRAL";"C4H10O2";"CC(O)CCO"
"CHEMBL4597323";"";"";"";"0";"83.13";"";"";"0.23";"12.03";"1";"1";"0";"2";"Y";"0.37";"None";"9.30";"0.39";"-1.50";"0";"MOL";"-1";"6";"1";"1";"0";"83.0735";"BASE";"C5H9N";"C#CCNCC"
"CHEMBL1205969";"";"";"Small molecule";"0";"90.08";"";"";"-0.55";"57.53";"2";"2";"0";"2";"Y";"0.48";"4.20";"None";"-0.80";"-3.84";"0";"MOL";"-1";"6";"3";"2";"0";"90.0317";"ACID";"C3H6O3";"O=C(O)CCO"
"CHEMBL4297424";"RUBIDIUM RB-82";"RUBIDIUM (82 RB)|RUBIDIUM RB-82|RUBIDIUM-82";"Small molecule";"3";"81.92";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"84.9118";"None";"Rb";"[82Rb]"
"CHEMBL3181969";"";"";"Small molecule";"0";"81.12";"";"";"1.48";"23.79";"1";"0";"0";"1";"Y";"0.44";"None";"None";"1.06";"1.06";"0";"MOL";"-1";"6";"1";"0";"0";"81.0578";"None";"C5H7N";"CC=CCC#N"
"CHEMBL3187813";"";"";"Small molecule";"0";"98.14";"";"";"1.11";"20.23";"1";"1";"0";"2";"Y";"0.51";"None";"None";"1.13";"1.13";"0";"MOL";"-1";"7";"1";"1";"0";"98.0732";"NEUTRAL";"C6H10O";"C/C=C/C=C/CO"
"CHEMBL4597517";"";"";"";"0";"78.96";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"79.9176";"None";"Se-2";"[Se-2]"
"CHEMBL3185216";"";"";"Small molecule";"0";"90.08";"";"";"0.40";"35.53";"3";"0";"0";"0";"Y";"0.40";"None";"None";"0.54";"0.54";"0";"MOL";"-1";"6";"3";"0";"0";"90.0317";"None";"C3H6O3";"COC(=O)OC"
"CHEMBL1192210";"";"";"Small molecule";"0";"69.11";"";"";"-0.16";"12.03";"1";"1";"0";"1";"Y";"0.42";"None";"9.24";"0.04";"-1.79";"0";"MOL";"-1";"5";"1";"1";"0";"69.0578";"BASE";"C4H7N";"C#CCNC"
"CHEMBL1213179";"";"Allyl-O-Hydroxylamine";"Small molecule";"0";"73.09";"1";"1";"0.06";"35.25";"2";"1";"0";"2";"Y";"0.37";"None";"4.43";"0.37";"0.37";"0";"MOL";"-1";"5";"2";"2";"0";"73.0528";"NEUTRAL";"C3H7NO";"C=CCON"
"CHEMBL3183354";"";"";"Small molecule";"0";"98.10";"";"";"0.57";"52.05";"3";"1";"0";"0";"Y";"0.52";"None";"2.44";"0.30";"0.30";"1";"MOL";"-1";"7";"3";"2";"0";"98.0480";"NEUTRAL";"C4H6N2O";"Cc1cc(N)no1"
"CHEMBL115586";"";"2-Fluoro-Ethanol";"Small molecule";"0";"64.06";"1";"2";"-0.05";"20.23";"1";"1";"0";"1";"Y";"0.45";"None";"None";"-0.32";"-0.32";"0";"MOL";"-1";"4";"1";"1";"0";"64.0324";"NEUTRAL";"C2H5FO";"OCCF"
"CHEMBL9240";"";"N-Methyl-Formamide";"Small molecule";"0";"59.07";"74";"115";"-0.64";"29.10";"1";"1";"0";"1";"Y";"0.40";"None";"None";"-0.86";"-0.86";"0";"MOL";"-1";"4";"2";"1";"0";"59.0371";"NEUTRAL";"C2H5NO";"CNC=O"
"CHEMBL118705";"";"Pyrrolidin-3-ol";"Small molecule";"0";"87.12";"1";"1";"-0.66";"32.26";"2";"2";"0";"0";"Y";"0.41";"None";"10.60";"-0.93";"-3.86";"0";"MOL";"-1";"6";"2";"2";"0";"87.0684";"BASE";"C4H9NO";"OC1CCNC1"
