,terminal_group_1,terminal_group_2,terminal_group_3,COF,MR-mean,MR-min,asphericity-mean,asphericity-min,balabanj-mean,balabanj-min,bertzct-mean,bertzct-min,chainlength,chi0-mean,chi0-min,chi0n-mean,chi0n-min,chi0v-mean,chi0v-min,chi1-mean,chi1-min,chi1n-mean,chi1n-min,chi1v-mean,chi1v-min,chi2n-mean,chi2n-min,chi2v-mean,chi2v-min,chi3n-mean,chi3n-min,chi3v-mean,chi3v-min,chi4n-mean,chi4n-min,chi4v-mean,chi4v-min,e-valence-mean,e-valence-min,eccentricity-mean,eccentricity-min,frac-1,frac-2,hbonds,hk-alpha-mean,hk-alpha-min,hk-kappa1-mean,hk-kappa1-min,hk-kappa2-mean,hk-kappa2-min,hk-kappa3-mean,hk-kappa3-min,intercept,ipc-mean,ipc-min,isf-mean,isf-min,labuteASA-mean,labuteASA-min,logP-mean,logP-min,molwt-hvy-mean,molwt-hvy-min,molwt-mean,molwt-min,nheavy-mean,nheavy-min,npr1-mean,npr1-min,npr2-mean,npr2-min,pbf-mean,pbf-min,pmi1-mean,pmi1-min,pmi2-mean,pmi2-min,pmi3-mean,pmi3-min,rbonds-mean,rbonds-min,rg-mean,rg-min,rpc+-mean,rpc+-min,rpc--mean,rpc--min,spherocity-mean,spherocity-min,tpsa-mean,tpsa-min,vsa+-mean,vsa+-min,vsa--mean,vsa--min,vsa-fhyd-mean,vsa-fhyd-min,vsa-fneg-mean,vsa-fneg-min,vsa-fpneg-mean,vsa-fpneg-min,vsa-fpos-mean,vsa-fpos-min,vsa-fppos-mean,vsa-fppos-min,vsa-hyd-mean,vsa-hyd-min,vsa-polar+-mean,vsa-polar+-min,vsa-polar--mean,vsa-polar--min,vsa-polar-mean,vsa-polar-min,backbone
4180,amino,isopropyl,amino,0.1664235463,14.011625,10.1114,0.22823934210000005,0.13124090200000002,4.2917703750000005,3.541197,95.591748,53.59071899999999,17,8.29834375,6.07735,8.21700875,5.947214,1.34200875,0.9472139999999999,3.99586,2.943376,3.79252125,2.618034,0.421004375,0.22360700000000006,0.140625,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,14.0,0.8657665381999999,0.808521514,0.25,0.75,2.0,-0.025000000000000005,-0.04,0.045109375,0.000175,-16.15,-27.04000000000001,-65.025,-104.04,0.6803280198999999,127.709045375,17.086166,0.2419790689,0.1262293868,28.968985125,21.220107,0.357675,-0.4251,34.27775,26.018,41.180718125,31.042199,2.75,2.0,0.4708493409,0.3536105668,0.7139510495999999,0.616793644,0.2797195521,0.129891538,7.788073676500001,1.724369833,22.4924177181,1.808559658,26.2170477516,2.933318359,0.625,0.25,0.7445738895000001,0.435701406,0.255372625,0.17597425,0.6893153750000001,0.43391375,0.2364319468,0.09059272700000004,16.2625,6.505,9.47531975,6.935959999999999,17.85332775,12.695544,0.81790375,0.708646,0.651177,0.6466919999999999,0.18209625,0.0728385,0.34882300000000005,0.34433800000000003,0.0,0.0,23.753824375000004,13.911787,0.0,0.0,3.574823125,1.42992925,0.18209625,0.0728385,alkylsilane
6976,isopropyl,nitro,cyclopropyl,0.14958183630000002,16.6074,14.8168,0.3844391824,0.107906868,3.6598775,3.090735,151.527891125,105.46780725,17,8.77900625,7.5580125,8.28639125,6.5727825,1.91139125,1.8227825,4.322516,3.645032,4.002033125,3.00406625,0.8145331250000001,0.62906625,0.45579125,0.28658249999999996,0.45579125,0.28658249999999996,0.125,0.0,0.125,0.0,0.015625,0.0,0.015625,0.0,24.25,24.0,0.8853292764999999,0.7835129470000001,0.25,0.75,0.0,-0.225,-0.45,0.989074,0.148148,0.8861110000000001,0.222222,0.525,0.0,0.6392343189333333,172.646412125,90.83475225,0.10158809080000004,0.025788992,34.6221545,31.176299,0.875775,0.33525000000000005,51.7835,48.044,58.172223,56.0626,4.0,4.0,0.37932506979999997,0.13731367949999998,0.7689789971000001,0.6374388129999999,0.3785119266000001,0.1323582272,16.1518857914,7.5836503337,35.298997478800004,25.361392070999997,45.0731529143,39.785177048,0.875,0.75,1.0469032191,1.033324218,0.22491599999999998,0.144378,0.37094725,0.300983,0.43708457009999996,0.1198743282,16.1775,0.0,13.200762500000002,10.966068,19.8449235,14.198147,0.8548224999999999,0.709645,0.5771149999999999,0.455018,0.1451775,0.0,0.422885,0.300788,0.0,0.0,29.252816750000004,22.0478655,0.0,0.0,3.79286925,0.0,0.1451775,0.0,alkylsilane
5266,cyclopropyl,nitro,cyclopropyl,0.15413534650000002,16.34315,14.2883,0.3491896148,0.107906868,3.353378625,3.090735,155.527205125,113.46643525,17,8.52900625,7.0580125,8.03639125,6.0727825,1.91139125,1.8227825,4.228766,3.457532,3.908283125,2.81656625,0.8457831250000001,0.69156625,0.48704125,0.34908249999999996,0.48704125,0.34908249999999996,0.15625,0.0625,0.15625,0.0625,0.01953125,0.0078125,0.01953125,0.0078125,24.0,24.0,0.8631215309,0.7835129470000001,0.25,0.75,0.0,-0.225,-0.45,0.9925924999999999,0.148148,0.66388875,0.222222,0.525,0.0,0.7017409442666667,165.44360725,76.42914250000003,0.0986788482,0.025788992,34.145183,30.222356,0.845025,0.27375000000000005,51.7835,48.044,57.92026675,56.0626,4.0,4.0,0.4225607042000001,0.2237849485,0.7391738414,0.6374388129999999,0.3904160162,0.1561664065,17.0051201039,9.2901189587,31.348482177000005,25.361392070999997,41.9183921195,39.785177048,1.0,1.0,1.0186485761,1.0039729343,0.22758299999999998,0.144378,0.375614375,0.300983,0.4714342575000001,0.188573703,16.1775,0.0,12.85807275,10.966068,19.72518175,13.9586635,0.8548224999999999,0.709645,0.5821850000000001,0.465158,0.1451775,0.0,0.417815,0.300788,0.0,0.0,28.79038525,21.1230025,0.0,0.0,3.79286925,0.0,0.1451775,0.0,alkylsilane
7109,methoxy,acetyl,cyclopropyl,0.1545154489666667,16.94875,15.4995,0.33260846,0.107906868,3.663291375,3.090735,154.840054625,112.09213425,17,9.179894625,8.35978925,8.891624,7.783247999999999,1.891624,1.7832479999999995,4.52140125,4.0428025000000005,4.3150775,3.6301550000000002,0.8150775,0.630155,0.44867925,0.2723585,0.44867925,0.2723585,0.125,0.0,0.125,0.0,0.015625,0.0,0.015625,0.0,23.5,23.0,0.8835630629000001,0.7835129470000001,0.25,0.75,0.0,-0.12875,-0.2575,0.170109875,0.148148,0.8573609999999999,0.222222,-2.75375,-5.5075,0.5732136262333333,154.500931625,54.54379125,0.0783029014,0.025788992,35.387630125,32.70725025,0.9642125,0.5121249999999999,48.536625,48.044,55.5522325,55.041865,3.875,3.75,0.4005519970000001,0.17976753399999998,0.7720806969000001,0.6374388129999999,0.4656699396,0.30667425330000003,16.3752954672,8.0304696855,33.0773954234,25.361392070999997,42.6445131645,39.785177048,1.5,1.0,1.0415625079000002,1.033324218,0.24088850000000003,0.144378,0.63617175,0.300983,0.5842449929,0.41419517380000004,7.555,0.0,13.5235145,10.966068,20.27482825,15.057956499999998,0.922789375,0.84557875,0.584907625,0.4706032500000001,0.077210625,0.0,0.415092375,0.300788,0.0,0.0,31.408283500000003,26.358799,0.0,0.0,2.39005925,0.0,0.077210625,0.0,alkylsilane
7304,methoxy,methyl,isopropyl,0.1598898768666667,16.128125,11.74425,0.2613022471,0.1327010853,4.74731225,3.9518985,115.38932625,65.1851895,17,9.588388375,7.1767767499999975,9.551031,7.102061999999999,1.551031,1.102062,4.557138375,3.36427675,4.519781,3.289562,0.5197809999999999,0.289562,0.20025775,0.0255155,0.20025775,0.0255155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,15.5,0.7118364756000001,0.4624980393,0.25,0.75,0.0,-0.005,-0.01,0.069178,0.018356,1.12,0.24,-3.3800000000000003,-6.7600000000000025,0.4729663419333334,167.45949525,22.838479499999995,0.1689482119,0.049062932000000004,33.348092125,24.81240225,1.2488,0.8353,38.032875,28.02175,46.061964375,34.04567875,3.125,2.25,0.5209371151000001,0.275451384,0.9260886404,0.8758800590000001,0.4774450904,0.4254572718,10.6562360922,3.4182254355,32.1921934545,7.418872424,36.3397469043,7.6562304025,0.625,0.0,0.9415251981,0.6236890342,0.14108675,0.123042,0.44432299999999997,0.263646,0.6687184231000001,0.479497313,1.15375,0.0,12.725556625,11.74352725,18.955843875,11.46205375,0.978100375,0.9562007500000002,0.58557625,0.5125005,0.021899625,0.0,0.41442375,0.341348,0.0,0.0,31.089292625,22.02136525,0.0,0.0,0.5921078750000001,0.0,0.021899625,0.0,alkylsilane
6850,isopropyl,cyclopropyl,methyl,0.1597419763,15.13725,11.348,0.0895836816,0.00076136,3.862062375,3.70373275,125.549561,61.509775,17,8.75,7.0,8.75,7.0,1.5,1.0,4.21875,3.25,4.21875,3.25,0.59375,0.25,0.28125,0.0,0.28125,0.0,0.09375,0.0,0.09375,0.0,0.01171875,0.0,0.01171875,0.0,19.25,14.0,0.5588996640999999,0.28987089,0.25,0.75,0.0,0.0,0.0,0.0705555,0.0,0.33333325,0.0,0.0,0.0,0.4252244475,145.084870375,21.306059,0.16870673800000002,0.031607477,31.2779845,23.534016,1.252,1.0262,36.033,24.022,43.30673125000001,30.04695,3.0,2.0,0.7455377755,0.5348651910000001,0.8388286857999999,0.6970491245,0.5262794539,0.451701461,13.110287010499999,3.206921397,18.2756161488,3.288809623,24.7244029133,3.354107189,0.875,0.75,0.8219449010000001,0.554056298,0.1528555,0.139044,0.395824375,0.29164875,0.8211930391000001,0.6855954373,0.0,0.0,9.93799925,8.224551,19.71748375,13.703784,1.0,1.0,0.6570035,0.624935,0.0,0.0,0.34299650000000004,0.31092800000000004,0.0,0.0,29.655483,21.928335,0.0,0.0,0.0,0.0,0.0,0.0,alkylsilane
8636,perfluoromethyl,hydroxyl,methyl,0.15190188656666667,10.193675,9.03935,0.1604449489,0.00076136,3.700928750000001,3.3814655,53.18222275,44.85467050000001,17,6.327665125,5.655330250000001,5.982329625000001,4.96465925,1.107329625,1.0,2.9914975,2.7329950000000003,2.706757875,2.16351575,0.303664875,0.25,0.062219875,0.0,0.062219875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,14.0,0.6075148655,0.28987089,0.25,0.75,0.0,-0.04125,-0.0825,0.2568815,0.0,-9.996447125,-19.99289425,-35.84850625,-71.6970125,0.7034270178333334,17.87808575,14.450112499999998,0.60236238,0.305805999,22.95898575,22.3839555,0.5623625,0.09852500000000004,32.64175,24.022,37.53564125,30.04695,2.375,2.0,0.6597585012,0.3633066425,0.8198156623999999,0.6590230777,0.2863199242,0.1209383875,8.247435982699999,3.206921397,8.828730868400001,3.288809623,14.4304902181,3.354107189,0.875,0.75,0.5487829658,0.5435096335,0.373796,0.16666699999999998,0.6666666250000001,0.5,0.5780938790000001,0.19939711700000004,7.58625,0.0,10.972869375,8.224551,10.414100625,7.12441725,0.8358941249999999,0.67178825,0.47508075,0.3252265,0.108297375,0.0,0.5249192500000001,0.375065,0.055808500000000004,0.0,18.162429625,14.39652425,1.308737375,0.0,1.915803,0.0,0.164105875,0.0,alkylsilane
6483,hydroxyl,cyano,difluoromethyl,0.12746912776666666,11.089475,10.50095,0.69411909,0.5474318770000001,3.7385325,3.4566730000000003,66.588060375,66.15657075,17,6.1035535,5.207107,5.15920075,4.5624725,1.53420075,1.3124725,2.9053300000000006,2.56066,2.318131125,2.00829825,0.517100125,0.40623625,0.172131625,0.08385225,0.172131625,0.08385225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,15.5,0.9854352516,0.9829540160000002,0.25,0.75,0.0,-0.26625000000000004,-0.3925,0.3925153750000001,0.12095575,-2.26625,-6.392500000000001,-13.751544,-29.363088,0.4412825592666667,16.735428,12.164797,1244.0535797812,0.08373838299999999,25.824459125,22.59377225,0.7854674999999999,0.299535,48.77112500000001,35.52425,52.40228625,38.7764655,3.375,2.75,0.1301774828,0.0766384615,0.8987547358,0.8741479329999999,0.191296297,0.0,5.297557439,0.14602931,29.3192317077,8.8961972425,32.9708785785,9.042226571,0.625,0.25,0.8148243255000001,0.5688314640000001,0.45318775,0.3528075,0.7479014999999999,0.495803,0.392362561,0.0,11.449999999999998,0.0,13.902464875,11.884531,10.4281715,5.223621,0.6779189999999998,0.448262,0.4086555,0.249205,0.195650625,0.07219825,0.5913444999999999,0.431894,0.126430875,0.02022575,15.921972375,12.334927,3.3796480000000004,0.35779999999999995,5.029016,1.277202,0.322081,0.092424,alkylsilane
1827,difluoromethyl,methyl,amino,0.15307049573333334,10.8122,10.1114,0.202711049,0.131516233,3.7807945,3.541197,58.92769074999999,53.59071899999999,17,6.5386750000000005,6.07735,6.16258925,5.947214,1.16258925,0.9472139999999999,3.096688,2.943376,2.778508,2.618034,0.3312945,0.22360700000000006,0.06510275,0.0,0.06510275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,0.7225348808000001,0.6365305775,0.5,0.5,0.0,-0.055,-0.07,0.16610625,0.000175,-13.055,-27.04000000000001,-51.555,-104.04,0.6724443691333333,19.1961125,17.086166,0.27593781500000003,0.194571983,23.757344,21.220107,0.36185,-0.4251,34.519,26.018,39.53986375,31.042199,2.5,2.0,0.5790180205000001,0.5699948020000001,0.7716634440000001,0.61622284,0.2728943122,0.12970799700000002,4.2798659993,1.7248449520000004,14.1589510692,1.807552195,16.531659928,2.934382379,1.0,1.0,0.621622381,0.4357193680000001,0.34744424999999995,0.334771,0.72130925,0.4979015000000001,0.48030563,0.090324371,13.01,0.0,8.495250500000001,6.935959999999999,13.681898499999996,12.695544,0.7163885,0.708646,0.62160625,0.5965205,0.22545275,0.1595515,0.37839375,0.353308,0.058159,0.0,15.521709,13.911787,1.6003739999999995,0.0,5.055066,4.390415,0.28361149999999996,0.27586900000000003,alkylsilane
2029,ethylene,hydroxyl,perfluoromethyl,0.15259264676666665,11.86795,11.729,0.3271847708,0.190442224,3.9021974999999998,3.784003,74.51278575,67.509775,17,6.715452,6.430904000000001,5.6690085,5.133893,1.6690084999999997,1.204124,3.22867975,3.2073595000000004,2.5615665,2.3169470000000003,0.5845045,0.35206199999999993,0.28012950000000003,0.0625,0.28012950000000003,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,0.9068311725,0.845755932,0.5,0.5,0.0,-0.18000000000000002,-0.21,1.03762825,0.021404500000000003,-6.0007885000000005,-13.15,-14.870563499999998,-55.07307699999999,0.2570803795333333,26.211806500000005,21.306059,0.3621520758,0.010815846999999998,28.020203499999997,24.224696000000005,0.9845,0.4004,56.51874999999999,32.0215,60.52763375,37.0365825,3.75,2.5,0.387540458,0.24155662400000005,0.6570935898,0.555743801,0.2418578432,4.8255e-06,26.714781331999998,2.038529126,31.191122316999998,8.847769066,53.608265839,10.886298155999999,0.5,0.0,0.8910776275000001,0.5833031329999999,0.56385325,0.3776835,0.521922,0.333333,0.3986297465,5.000000000000001e-09,5.0575,0.0,13.7717285,10.40299,12.72157525,12.2719055,0.8056964999999999,0.7962409999999999,0.4651245,0.43452700000000005,0.07219825,0.0,0.5348755000000001,0.504278,0.12210525,0.0404515,21.77015225,19.4048915,3.4459495,0.7155999999999999,1.277202,0.0,0.1943035,0.184848,alkylsilane
