,terminal_group_1,terminal_group_2,terminal_group_3,COF,MR-mean,MR-min,asphericity-mean,asphericity-min,balabanj-mean,balabanj-min,bertzct-mean,bertzct-min,chainlength,chi0-mean,chi0-min,chi0n-mean,chi0n-min,chi0v-mean,chi0v-min,chi1-mean,chi1-min,chi1n-mean,chi1n-min,chi1v-mean,chi1v-min,chi2n-mean,chi2n-min,chi2v-mean,chi2v-min,chi3n-mean,chi3n-min,chi3v-mean,chi3v-min,chi4n-mean,chi4n-min,chi4v-mean,chi4v-min,e-valence-mean,e-valence-min,eccentricity-mean,eccentricity-min,frac-1,frac-2,hbonds,hk-alpha-mean,hk-alpha-min,hk-kappa1-mean,hk-kappa1-min,hk-kappa2-mean,hk-kappa2-min,hk-kappa3-mean,hk-kappa3-min,intercept,ipc-mean,ipc-min,isf-mean,isf-min,labuteASA-mean,labuteASA-min,logP-mean,logP-min,molwt-hvy-mean,molwt-hvy-min,molwt-mean,molwt-min,nheavy-mean,nheavy-min,npr1-mean,npr1-min,npr2-mean,npr2-min,pbf-mean,pbf-min,pmi1-mean,pmi1-min,pmi2-mean,pmi2-min,pmi3-mean,pmi3-min,rbonds-mean,rbonds-min,rg-mean,rg-min,rpc+-mean,rpc+-min,rpc--mean,rpc--min,spherocity-mean,spherocity-min,tpsa-mean,tpsa-min,vsa+-mean,vsa+-min,vsa--mean,vsa--min,vsa-fhyd-mean,vsa-fhyd-min,vsa-fneg-mean,vsa-fneg-min,vsa-fpneg-mean,vsa-fpneg-min,vsa-fpos-mean,vsa-fpos-min,vsa-fppos-mean,vsa-fppos-min,vsa-hyd-mean,vsa-hyd-min,vsa-polar+-mean,vsa-polar+-min,vsa-polar--mean,vsa-polar--min,vsa-polar-mean,vsa-polar-min,backbone
8935,phenol,ethylene,ethylene,0.11761586090000002,17.9926,15.871,0.5389171359,0.5132893338000001,4.30867875,4.2178415000000005,159.308871875,125.728624,17,8.281764375,7.654700999999998,8.051031,7.5,1.801031,1.5,4.2739805,3.854059,3.7952965000000014,3.5,0.6817655,0.5,0.2598905,0.125,0.2598905,0.125,0.07525775,0.0,0.07525775,0.0,0.037628875,0.0,0.037628875,0.0,21.0,18.0,0.9802143662,0.9760969265,0.25,0.75,0.0,-0.35000000000000003,-0.44,0.168359625,0.042408999999999995,0.8532744999999999,0.7399999999999999,-5.226752375,-6.106154,0.9305845176333336,304.467807375,50.070311,0.2071228766000001,0.17868188219999998,33.04781225,29.209355,1.25584,1.1923,44.038375,36.033,50.29827062500001,42.04695,3.625,3.0,0.19270157910000005,0.17624165500000002,0.8078636624000001,0.7919688528000001,0.0146236001,1.8922000000000006e-05,13.9010497924,3.499244941,38.8402383004,16.361156508,52.58219868800001,19.860399025,1.125,1.0,0.9526802152,0.8413722130000001,0.25081637500000004,0.23080799999999999,0.453073875,0.421022,0.0027610594000000003,3.16e-07,2.52875,0.0,9.29348575,8.224552000000001,22.217356,19.435003,0.986018375,0.97203675,0.703955,0.7026509999999999,0.010921875000000004,0.0,0.296045,0.294741,0.00305975,0.0,30.69334075,27.659555,0.17889999999999998,0.0,0.638601,0.0,0.013981625000000004,0.0,alkylsilane
2832,isopropyl,toluene,carboxyl,0.11947285315,20.7619,13.3098,0.507364681,0.371787095,4.243754,3.823378,190.27841375,94.701658,17,10.008254,6.7844570000000015,9.4082485,5.816497,2.4082485,1.816497,5.14987775,3.48138,4.4707485,2.566497,1.016624,0.6582479999999999,0.5499784999999999,0.287457,0.5499784999999999,0.287457,0.15625,0.0,0.15625,0.0,0.078125,0.0,0.078125,0.0,29.0,24.0,0.973026134,0.955644855,0.5,0.5,0.0,-0.46,-0.53,0.4611795,0.443274,1.6808215,1.47,0.994566,0.5191319999999999,1.3903165119499998,1014.1301595,35.647376,0.0773908425,0.028579205000000007,41.406944,29.766501,1.036885,0.0909,64.043,56.02,71.0496895,60.021129,5.0,4.0,0.21571850620000002,0.137858338,0.8350042245,0.7878120909999999,0.24624629050000002,0.15909481,30.1140634162,7.01852079,86.2206315467,44.95084,112.54372421229999,50.948936106000005,1.0,1.0,1.2832121577,1.057355523,0.27224825,0.13634849999999998,0.42907225,0.2024675,0.174536188,0.078576664,18.65,0.0,16.03612925,13.7075855,23.8141715,9.903345,0.6939325,0.387865,0.535183,0.350337,0.1751685,0.0,0.464817,0.279971,0.130899,0.0,31.19837575,10.964168,3.7002525,0.0,4.9516725,0.0,0.3060675,0.0,alkylsilane
2795,isopropyl,phenyl,cyano,0.11657993550000001,18.56625,11.287,0.6604644392,0.3209780055,4.0822325,3.5527339999999996,173.14228875,75.774438,17,8.594579,5.207107,8.098607000000001,4.447214,2.098607,1.447214,4.3866865,2.56066,3.8618034999999993,1.973607,0.8618035000000001,0.4736070000000001,0.3996515,0.111803,0.3996515,0.111803,0.125,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,23.5,16.0,0.9582605418000001,0.9165210835,0.5,0.5,0.0,-0.45,-0.51,0.29517825000000003,0.161141,1.14644225,0.49,-2.08979225,-4.470784,0.7671973979333334,393.061882,12.164797,1640.979702035,0.027617423,36.08581475,23.711684,1.17927,0.52988,52.04475,38.029,58.048487,41.026549,4.25,3.0,0.19116490770000005,1.6376e-05,0.8466286598,0.6932736955,0.1322158455,0.0,25.818123091700002,0.00018712100000000005,42.1818457588,11.412437724,65.5409630098,11.412624869000002,0.25,0.0,1.0132858202,0.649821689,0.2180455,0.140534,0.605228,0.210456,0.1196898765,0.0,11.895,0.0,14.68510825,12.3368275,19.90021375,5.261892,1.0,1.0,0.4815135,0.236009,0.0,0.0,0.5184865,0.272982,0.0,0.0,34.585322,22.295281,0.0,0.0,0.0,0.0,0.0,0.0,alkylsilane
7173,methoxy,cyano,methyl,0.1210844946,11.52325,11.348,0.44142749509999996,0.00076136,3.8107735,3.6011550000000003,68.696730875,61.509775,17,6.4160535,5.832107,6.09373625,5.1874725,1.21873625,1.0,3.048635875,2.8472717499999995,2.791133625,2.33226725,0.353633625,0.25,0.05468387500000002,0.0,0.05468387500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,14.0,0.6424828809,0.28987089,0.25,0.75,0.0,-0.19625,-0.3925,0.069605875,0.0,0.30375,0.0,-5.0565440000000015,-10.113088,0.6262917385,18.644296,15.982532999999998,1244.0449837509,0.305805999,24.239834625,23.534016,0.74463,0.46306,31.2745,24.022,36.163664,30.04695,2.5,2.0,0.5027437905000001,0.049277221,0.9857185694,0.980608247,0.2691913185,0.08668117599999997,2.1100473656,1.0131733342,8.4035956976,3.288809623,8.5305063649,3.354107189,0.75,0.5,0.624881389,0.554056298,0.211233,0.16666699999999998,0.75,0.5,0.5485685968,0.1403465525,10.075,0.0,13.287353375,8.224551,9.417209375,5.13063475,0.978100375,0.9562007500000002,0.4228705,0.220806,0.021899625,0.0,0.5771295,0.375065,0.0,0.0,22.112454875,21.928335,0.0,0.0,0.5921078750000001,0.0,0.021899625,0.0,alkylsilane
5298,cyclopropyl,nitrophenyl,pyrrole,0.10752902716666668,29.252125,25.5297,0.3100799999,0.25075203500000004,3.5354875,3.4685120000000005,354.87898625,310.1325930000001,17,11.521419999999999,10.386751,10.63499825,9.947214,3.50999825,2.947214,6.3521627500000015,5.764743,5.261746625,4.8944269999999985,1.725640125,1.447214,1.044500875,0.8222140000000001,1.044500875,0.8222140000000001,0.5313957500000001,0.404508,0.5313957500000001,0.404508,0.252329625,0.198955,0.252329625,0.198955,38.5,32.0,0.8994856576000001,0.8745814800000001,0.25,0.75,1.5,-0.8775000000000001,-1.035,1.072150875,0.534682,1.3404274999999999,0.9307989999999999,0.616494,0.293364,2.2194486975333336,1380.752332,532.6496950000002,0.0103805502,0.009769808,53.814222,46.898356,1.5523049999999998,1.32312,91.81725,74.062,98.92962875,81.057849,7.25,6.0,0.4092004444,0.3335507748,0.6231464647,0.515149886,0.078089691,5.879e-06,76.654775974,52.73839513,182.62795399590001,56.034999748000004,257.9956879189,108.773394901,1.375,1.0,1.5436569513999998,1.27329072,0.33366399999999996,0.319386,0.5574101250000001,0.34733825,0.0942868515,0.0,24.0725,15.79,24.231433499999998,21.503217000000003,28.123766125,23.913732999999997,0.8566400000000001,0.8228649999999998,0.544682375,0.5265380000000001,0.11148275,0.109585,0.455317625,0.43717325,0.03187725,0.0,43.941059125,40.439947,2.13276975,0.0,6.28137075,4.977003,0.14336000000000002,0.109585,alkylsilane
4128,amino,ethylene,ethylene,0.12230971986666668,15.15105,14.4311,0.5103819335,0.4562189290000001,4.292226125,4.18493625,116.711385875,107.69414775,17,7.457532125,7.26036325,7.30590175,7.1118035000000015,1.43090175,1.3618035,3.740223625,3.62638825,3.3897542500000006,3.2795085,0.465450875,0.43090175,0.109375,0.09375,0.109375,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,17.0,0.9623555195,0.9403792329999999,0.25,0.75,0.0,-0.2325,-0.26,0.03712975,0.0318505,-2.7325,-6.205000000000001,-18.34788475,-30.589615500000004,0.8912704989666667,45.947292875,41.82427475,0.250834481,0.235563871,28.210699,27.212043000000005,0.990125,0.78795,34.781125,33.52925,40.671356125,39.29576225,2.875,2.75,0.2277224625,0.17624165500000002,0.7978878684999999,0.772017265,0.016252999,1.8922000000000006e-05,3.2773855525,3.055526164,14.542081901799998,12.723007295500002,17.7445139418,15.628628858499999,1.0,1.0,0.7906633621,0.7399545112,0.243803375,0.23080799999999999,0.486483875,0.421022,0.0113243674,3.16e-07,3.2525,0.0,8.063478,7.902404,18.592570625,17.75013825,0.96358075,0.9271615,0.6956561250000001,0.68866125,0.03641925,0.0,0.30434387500000004,0.297349,0.0,0.0,25.941084,24.222613,0.0,0.0,0.714964625,0.0,0.03641925,0.0,alkylsilane
8879,phenol,cyano,fluorophenyl,0.11458383916666665,23.9066,16.6762,0.6021832491,0.3645223030000001,3.6317455,3.582755,267.599406125,155.42348025,17,9.518617125,7.07313225,8.59521825,6.312472500000001,2.9702182500000003,2.0624725,5.199639375,3.72385275,4.192390125,2.9457982500000006,1.391359125,0.84373625,0.786932625,0.38488325,0.786932625,0.38488325,0.37250325,0.1505155,0.37250325,0.1505155,0.18625187500000004,0.07525775,0.18625187500000004,0.07525775,32.25,22.5,0.9701320545000001,0.9524160370000002,0.25,0.75,0.0,-0.73875,-0.85,0.8476886250000001,0.38335925,1.257008,0.779049,-1.060623125,-3.1208232499999995,2.335176848033333,883.136795625,530.43616825,1243.8673493851,0.008007281,45.279845125,32.76301625,1.4783425,0.822565,78.307875,53.54075,83.91873425,57.7842905,6.125,4.25,0.1908588769,0.0769924068,0.8097062534999999,0.6952746529999999,0.0146103384,6.59e-06,54.2730245912,21.678559884499997,127.92274238559999,57.61456927720001,182.0366796921,78.9749546123,0.75,0.5,1.321440923,0.920518727,0.29232325,0.26526,0.6833961250000001,0.44743299999999997,0.0027607829,0.0,11.449999999999998,0.0,16.190789125,15.412531,27.672654875,14.36987575,0.947087875,0.9221389999999999,0.54097375,0.3552775,0.049852375,0.02184375000000001,0.45902625,0.27333,0.00305975,0.0,40.8507355,29.703921,0.17889999999999998,0.0,2.8338085,1.277202,0.052912125,0.02796325,alkylsilane
5515,difluoromethyl,fluorophenyl,ethylene,0.11663483646666667,21.071625,15.871,0.4873973172,0.4102496965,4.0825830000000005,3.76565,213.65750525,125.728624,17,9.18888875,7.654700999999998,8.548727625,7.5,2.423727625,1.5,4.83656425,3.854059,4.11811375,3.5,1.05561375,0.5,0.540919625,0.125,0.540919625,0.125,0.222934125,0.0,0.222934125,0.0,0.11146725,0.0,0.11146725,0.0,28.0,18.0,0.9721911689,0.9600505318,0.25,0.75,0.0,-0.4662500000000001,-0.6725,0.5962206250000001,0.042408999999999995,1.253112625,0.7399999999999999,-2.445735625,-6.106154,0.7943171750333334,491.13744650000007,50.070311,0.1312519638,0.0269400565,39.9103235,29.209355,1.55537,1.1923,64.421875,36.033,70.546930125,42.04695,5.0,3.0,0.2253573956,0.17624165500000002,0.7818757225,0.739992973,0.047836006500000014,1.8922000000000006e-05,35.6310666532,3.499244941,88.7349548359,16.361156508,123.9545426252,19.860399025,1.0,1.0,1.1991744245,0.8413722130000001,0.2840725,0.23080799999999999,0.44027375,0.421022,0.0980907983,3.16e-07,0.0,0.0,11.3775415,8.224552000000001,27.0373795,19.435003,0.901834875,0.8036697500000001,0.69484,0.687029,0.06908575,0.0,0.30516000000000004,0.297349,0.0290795,0.0,34.870724625,27.659555,0.8001869999999999,0.0,2.744009375,0.0,0.098165125,0.0,alkylsilane
2392,fluorophenyl,phenol,pyrrole,0.11696342953333334,28.76005,25.5297,0.3064480067,0.250736822,3.5726445000000004,3.4685120000000005,348.60278125,310.1325930000001,17,11.352202999999998,10.386751,10.670160000000001,9.947214,3.4201600000000005,2.947214,6.354585750000001,5.764743,5.272551999999999,4.8944269999999985,1.6968835,1.447214,1.0093835,0.8222140000000001,1.0093835,0.8222140000000001,0.50139225,0.404508,0.50139225,0.404508,0.24904675,0.198955,0.24904675,0.198955,37.0,32.0,0.9132166462,0.8744877270000001,0.5,0.5,1.0,-0.8175,-0.915,0.857849,0.534682,1.31069025,0.9307989999999999,0.628841,0.293364,2.5421157521333333,1096.59677375,532.6496950000002,0.0088956205,0.008025986,52.87759975,46.898356,1.6202450000000002,1.32312,87.81874999999998,74.062,95.05659775,81.057849,7.0,6.0,0.395608245,0.30619738,0.6055333764999999,0.51498089,0.029541921800000006,6.099e-06,69.7536669767,52.746202778000004,126.6357253005,56.005187064000005,196.06789731850003,108.751389844,1.25,1.0,1.50016349,1.273161564,0.33800475,0.3280675,0.6649585,0.562435,0.0055793628,0.0,12.9525,10.115,18.79874675,16.094276500000007,32.62418175,23.913732999999997,0.8977790000000001,0.890415,0.62320725,0.5265380000000001,0.09610149999999999,0.082618,0.3767927500000001,0.2801235,0.0061195,0.0,46.20182125,40.439947,0.35779999999999995,0.0,4.86330725,4.7496114999999985,0.102221,0.09485700000000001,alkylsilane
9753,pyrrole,nitrophenyl,fluorophenyl,0.11975664706666668,32.9472375,31.137,0.3848207798,0.3645223030000001,3.688821625000001,3.680736,403.768433,379.775332,17,12.358439374999998,11.964102000000002,11.093775,10.877964,4.093775,3.877964,6.903097125,6.675425999999999,5.5208275,5.438982,2.027425875,1.938982,1.252536625,1.188982,1.252536625,1.188982,0.64570075,0.594491,0.64570075,0.594491,0.32243825,0.297246,0.32243825,0.297246,44.5,42.0,0.9497865027,0.9471569685000002,0.25,0.75,0.0,-1.0325,-1.215,1.509135625,1.312018,1.8310836250000004,1.734967,1.006271,0.999577,1.8254414361,1767.120148875,1235.837423,0.0074968888000000004,0.006986496500000001,60.36717425,57.796674,1.9461575,1.7581950000000002,109.57599999999998,103.075,116.551699375,110.053178,8.5,8.0,0.30207726760000003,0.29942918820000003,0.6979227323999999,0.6952746529999999,7.578099999999999e-06,6.59e-06,97.22160729309999,86.867489298,257.5601128285,198.23091549400002,354.781720086,285.098404772,1.375,1.0,1.7981889636000001,1.7223631190000002,0.3177685,0.26526,0.455698,0.44743299999999997,0.0,0.0,18.15125,0.0,22.503234124999995,15.412531,36.45737075,31.9393075,0.8588038750000001,0.7954687500000001,0.6231641250000001,0.51965825,0.109318875,0.077861,0.376835875,0.27333,0.03187725,0.0,50.217633,48.437716,2.13276975,0.0,6.610202125,4.390415,0.141196125,0.077861,alkylsilane
