,terminal_group_1,terminal_group_2,terminal_group_3,COF,MR-mean,MR-min,asphericity-mean,asphericity-min,balabanj-mean,balabanj-min,bertzct-mean,bertzct-min,chainlength,chi0-mean,chi0-min,chi0n-mean,chi0n-min,chi0v-mean,chi0v-min,chi1-mean,chi1-min,chi1n-mean,chi1n-min,chi1v-mean,chi1v-min,chi2n-mean,chi2n-min,chi2v-mean,chi2v-min,chi3n-mean,chi3n-min,chi3v-mean,chi3v-min,chi4n-mean,chi4n-min,chi4v-mean,chi4v-min,e-valence-mean,e-valence-min,eccentricity-mean,eccentricity-min,frac-1,frac-2,hbonds,hk-alpha-mean,hk-alpha-min,hk-kappa1-mean,hk-kappa1-min,hk-kappa2-mean,hk-kappa2-min,hk-kappa3-mean,hk-kappa3-min,intercept,ipc-mean,ipc-min,isf-mean,isf-min,labuteASA-mean,labuteASA-min,logP-mean,logP-min,molwt-hvy-mean,molwt-hvy-min,molwt-mean,molwt-min,nheavy-mean,nheavy-min,npr1-mean,npr1-min,npr2-mean,npr2-min,pbf-mean,pbf-min,pmi1-mean,pmi1-min,pmi2-mean,pmi2-min,pmi3-mean,pmi3-min,rbonds-mean,rbonds-min,rg-mean,rg-min,rpc+-mean,rpc+-min,rpc--mean,rpc--min,spherocity-mean,spherocity-min,tpsa-mean,tpsa-min,vsa+-mean,vsa+-min,vsa--mean,vsa--min,vsa-fhyd-mean,vsa-fhyd-min,vsa-fneg-mean,vsa-fneg-min,vsa-fpneg-mean,vsa-fpneg-min,vsa-fpos-mean,vsa-fpos-min,vsa-fppos-mean,vsa-fppos-min,vsa-hyd-mean,vsa-hyd-min,vsa-polar+-mean,vsa-polar+-min,vsa-polar--mean,vsa-polar--min,vsa-polar-mean,vsa-polar-min,backbone
2443,fluorophenyl,toluene,methyl,0.13832730445000002,22.43725,11.348,0.1794778582,0.0007696090000000001,3.8767635,3.733135,227.2279395,61.509775,17,10.107051,7.0,9.719491,7.0,2.469491,1.0,5.26554425,3.25,4.7347455,3.25,1.1097455,0.25,0.6097454999999999,0.0,0.6097454999999999,0.0,0.30487275,0.0,0.30487275,0.0,0.1524365,0.0,0.1524365,0.0,28.0,14.0,0.6206204683000001,0.290144952,0.5,0.5,0.0,-0.4075,-0.8150000000000001,0.537547,0.0,0.87956325,0.0,0.5094602500000001,0.0,0.4675377000000001,1237.898729,21.306059,0.156733755,0.00794802,42.2689245,23.534016,1.62249,1.0262,61.80175,24.022,69.056332,30.04695,5.0,2.0,0.6324403702,0.30880795250000004,0.8386438234999999,0.6969956780000001,0.259303997,0.06897293,45.469080843,3.2089181460000002,100.664651167,3.29025766,143.7407318373,3.3566805730000002,1.25,1.0,1.1472239573,0.554225614,0.18706225,0.16666699999999998,0.3971805,0.29436100000000004,0.493797452,0.031115959,0.0,0.0,11.3923045,8.224551,29.345841,13.703784,0.98053475,0.9610695,0.6894865,0.624935,0.01946525,0.0,0.3105135,0.245962,0.0,0.0,39.64054175,21.928335,0.0,0.0,1.09760375,0.0,0.01946525,0.0,alkylsilane
5627,difluoromethyl,nitrophenyl,cyclopropyl,0.1456480490666667,24.846275,18.398,0.2935980425,0.107906868,3.462806125,3.090735,282.285624125,197.587975,17,10.9530445,10.0,10.130882375,10.0,3.005882375,2.0,5.75104125,5.0,5.018028625,5.0,1.455528625,1.0,0.90032025,0.625,0.90032025,0.625,0.42289175,0.25,0.42289175,0.25,0.164570875,0.03125,0.164570875,0.03125,34.75,24.0,0.8788815248,0.7835129470000001,0.25,0.75,0.0,-0.535,-1.07,0.94337475,0.148148,1.19086125,0.222222,0.7023119999999999,0.0,0.7244023542333333,1212.512518875,254.458072,0.0256338161,0.0254786402,48.27244099999999,38.06801,1.5807825,1.4163000000000003,80.555,48.044,87.677692625,56.0626,6.25,4.0,0.4227411229,0.2241457858,0.7138795682,0.6374388129999999,0.36016043549999993,0.095655245,60.8617595734,24.720121249,170.3387594201,25.361392070999997,225.6408731846,39.785177048,1.375,1.0,1.4271103215,1.033324218,0.28303075,0.144378,0.34851312500000003,0.300983,0.4752380463000001,0.1961812805,16.1775,0.0,19.077666875,10.966068,27.680377375,25.4917,0.84246525,0.6849305,0.6146311250000001,0.5300502500000001,0.096578125,0.0,0.385368875,0.300788,0.06095675,0.0,38.9346145,36.457768,2.93295675,0.0,4.890473,0.0,0.15753475,0.0,alkylsilane
1924,difluoromethyl,phenyl,cyano,0.11722991613333332,16.35775,11.287,0.6993190095,0.3986871460000001,3.7016489999999997,3.5527339999999996,148.4988105,75.774438,17,7.344578999999999,5.207107,6.53758925,4.447214,2.03758925,1.447214,3.7616864999999997,2.56066,3.0812945,1.973607,0.8312944999999999,0.4736070000000001,0.3710042500000001,0.111803,0.3710042500000001,0.111803,0.125,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,23.5,16.0,0.963617431,0.927234862,0.5,0.5,0.0,-0.485,-0.51,0.4311970000000001,0.161141,1.11144225,0.49,-1.6247922499999998,-4.470784,0.5810249291666666,320.368269,12.164797,1640.9882912888004,0.0447959305,32.87865575,23.711684,1.081545,0.52988,55.53825,38.029,60.03595125,41.026549,4.25,3.0,0.1685570418,1.6376e-05,0.8459011940000001,0.6918187640000001,0.0956332785,0.0,23.9732831452,0.00018712100000000005,40.3435283017,11.412437724,63.494285512,11.412624869000002,0.5,0.0,0.9635067328,0.649821689,0.325677,0.295557,0.66326725,0.3265345,0.1960237082,0.0,11.895,0.0,14.229344500000002,11.4253,17.19598575,5.261892,0.8620654999999999,0.7241310000000001,0.458877,0.236009,0.07977575,0.0,0.5411229999999999,0.318255,0.058159,0.0,27.62974875,22.295281,1.6003739999999995,0.0,2.1952075,0.0,0.13793450000000002,0.0,alkylsilane
274,acetyl,isopropyl,cyclopropyl,0.15263959076666667,18.41575,18.398,0.2934122275,0.107669877,4.03079675,3.090735,171.20544525,144.8229155,17,10.1443375,10.0,9.977062,9.954124,1.977062,1.954124,4.97617525,4.9523505,4.863531,4.727062,0.8635309999999999,0.727062,0.4885310000000001,0.35206199999999993,0.4885310000000001,0.35206199999999993,0.125,0.0,0.125,0.0,0.015625,0.0,0.015625,0.0,24.5,24.0,0.8782175348000001,0.7833539970000002,0.5,0.5,0.0,-0.0825,-0.165,0.16197925,0.148148,1.0286110000000002,0.222222,0.4175,0.0,0.3789557182666667,221.14411575,187.8301595,0.048963484799999984,0.025785191000000002,38.0200705,37.972131,1.27255,1.1288,49.041,48.044,57.06132875,56.0626,4.0,4.0,0.4228886265,0.22422914,0.7600430334999999,0.637791004,0.5185891168,0.4111108925,19.1696913987,13.6023442725,38.9119848348,25.38398518,49.6294488163,39.799322957,1.0,1.0,1.1123920852,1.033636924,0.20403875,0.144378,0.4568565,0.300983,0.5891105368,0.4220695055,4.2675,0.0,12.4118795,10.966068,23.98283875,22.4739775,0.963126,0.926252,0.6565369999999999,0.613862,0.036874,0.0,0.343463,0.300788,0.0,0.0,35.196084,33.9344,0.0,0.0,1.19863425,0.0,0.036874,0.0,alkylsilane
2706,isopropyl,methyl,isopropyl,0.15032152620000006,18.221,15.93,0.2939102822,0.1961967245,5.1621425,4.781559,139.572541,113.551619,17,10.75,9.5,10.75,9.5,1.75,1.5,5.125,4.5,5.125,4.5,0.625,0.5,0.28125,0.1875,0.28125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.7936527225000001,0.6258167990000001,0.5,0.5,0.0,0.0,0.0,0.09000000000000001,0.06,1.5,1.0,0.0,0.0,0.6016006160333333,239.386898,166.693285,0.1133304682,0.049267461000000005,37.2963405,32.708899,1.5032749999999997,1.34425,42.0385,36.033,51.070425,44.0626,3.5,3.0,0.444779407,0.27434828,0.9026924848000001,0.87682599,0.5090511102,0.4892457615,14.182391336199998,10.5245669395,43.6353484563,30.186984857500004,49.65509842219999,34.2222924725,0.25,0.0,1.0835125465,0.9070835690000001,0.13394825,0.123042,0.3227345,0.263646,0.5981893657999999,0.4787595060000001,0.0,0.0,12.33682725,10.9660685,23.2631715,20.076709,1.0,1.0,0.65022275,0.6417935,0.0,0.0,0.34977725,0.341348,0.0,0.0,35.59999875,31.042777500000003,0.0,0.0,0.0,0.0,0.0,0.0,alkylsilane
7218,methoxy,difluoromethyl,toluene,0.16981885163333335,23.953875,11.99175,0.447322861,0.351941749,3.86871625,3.785534,237.71719837500004,69.31752075,17,10.820439375,7.1767767499999975,10.084504375,6.16900875,2.834504375,1.6690087500000004,5.625513875,3.36427675,4.9115175,2.8230349999999995,1.2865175,0.5730350000000001,0.735411875,0.22082375,0.735411875,0.22082375,0.3125,0.0,0.3125,0.0,0.15625,0.0,0.15625,0.0,33.25,24.5,0.9660539579,0.9497975320000002,0.25,0.75,0.0,-0.4475,-0.7799999999999999,0.677291125,0.51641225,1.709143,1.635,-2.163368,-5.364999999999998,0.6838641064333334,1847.99192725,22.838479499999995,0.0650874359,0.007892092,46.58212087500001,28.95324975,1.66132,1.0192,76.303375,56.51874999999999,83.55489825,61.0315465,5.875,3.75,0.2499347806,0.18705245420000002,0.7976287976000002,0.6988056090000001,0.2556891442,0.137752667,48.7085809634,8.8498485638,120.06494335379999,42.2589648365,165.4813275076,47.815297950200005,1.625,1.25,1.3809158935,1.003759701,0.299481125,0.14965499999999998,0.381570625,0.141289,0.3956057225,0.062321050999999995,1.15375,0.0,14.098048625,13.707585,30.954559625,12.90875725,0.7711986249999999,0.54239725,0.6256423750000001,0.4698787500000001,0.14156325,0.0,0.374357625,0.218594,0.0872385,0.0,38.767128125,14.82630925,2.400561,0.0,3.884919125,0.0,0.228801375,0.0,alkylsilane
5115,cyclopropyl,cyano,difluoromethyl,0.14239526093333335,12.371375,11.678000000000004,0.6621860795000001,0.5474318770000001,3.728813125,3.43723425,86.623686125,67.01955,17,6.702665125,6.405330250000001,5.795669749999999,5.755928999999999,1.67066975,1.5854105,3.2102475,3.1704950000000003,2.679084625,2.627964,0.616584625,0.60520525,0.250256625,0.24010225,0.250256625,0.24010225,0.03125,0.0,0.03125,0.0,0.00390625,0.0,0.00390625,0.0,22.0,18.0,0.9644161264,0.9458782368,0.25,0.75,0.0,-0.26125000000000004,-0.3825,0.4109838750000001,0.15789275,1.14152775,0.4230555,-0.746544,-3.353088,0.7325181175333334,47.02208737499999,21.306059,1243.9074340706,0.08373838299999999,28.17795575,27.300765500000004,1.0114425,0.7514850000000001,51.275375,40.53275,55.406834375,44.78556175,3.625,3.25,0.16953138190000006,0.1553462598,0.8917477457999999,0.8741479329999999,0.2693795002,0.1561664065,8.3146274134,6.1801692587,32.3243653781,14.9064645832,37.706040189,18.512549792,0.625,0.25,0.9033539554000001,0.7458907238,0.405665125,0.25776225,0.660524375,0.495803,0.4866494125,0.188573703,8.92125,0.0,13.700544875,11.884531,12.976033,10.319344,0.7241310000000001,0.448262,0.459957875,0.35180975,0.1595515,0.0,0.540042125,0.431894,0.116318,0.0,19.085414875,12.334927,3.2007479999999995,0.0,4.390415,0.0,0.27586900000000003,0.0,alkylsilane
6851,isopropyl,cyclopropyl,nitro,0.1325084597,15.92245,12.9184,0.4648667646,0.1784060032,3.747425375,3.70373275,137.5076345,85.425922,17,8.288675,6.07735,7.631854999999999,4.76371,1.8818549999999998,1.7637100000000003,4.0654379999999986,2.943376,3.6381275,2.088755,0.7631275,0.588755,0.409805,0.25711,0.409805,0.25711,0.09375,0.0,0.09375,0.0,0.01171875,0.0,0.01171875,0.0,24.25,24.0,0.9118654711,0.8279284382000002,0.25,0.75,0.0,-0.30000000000000004,-0.6000000000000001,1.2705555,0.141111,1.03333325,0.6666664999999999,0.7000000000000001,0.0,0.21900725976666666,142.974923875,17.086166,0.1258847095,0.031607477,33.3145455,27.60713800000001,0.68535,-0.1071,53.03,48.044,58.79144525,56.56651250000001,4.0,4.0,0.3130664845,0.09126777800000001,0.8028906733,0.6970491245,0.3004287234,0.0,13.580218742999998,4.146784862,37.2946941807,33.2624226745,45.784224604799995,45.473750572,0.875,0.75,1.0420113385,0.994189173,0.252651,0.139044,0.395824375,0.29164875,0.3427977186,0.0,21.570000000000004,0.0,13.83143075,11.651447499999998,17.92275075,10.114318,0.8064300000000001,0.6128600000000001,0.5381060000000001,0.38714,0.19357,0.0,0.46189399999999997,0.31092800000000004,0.0,0.0,26.6970225,16.011414000000002,0.0,0.0,5.057159,0.0,0.19357,0.0,alkylsilane
489,amino,carboxyl,methyl,0.1336833474,11.5293,11.348,0.1939994295,0.0007696090000000001,3.85133975,3.6822875,67.82798175,61.509775,17,6.71545175,6.4309035,6.44092775,5.8818555,1.19092775,1.0,3.231189,3.2123779999999997,2.92113275,2.5922655,0.34546375,0.25,0.07186425,0.0,0.07186425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,14.0,0.5948091253000001,0.290144952,0.5,0.5,0.0,-0.14250000000000002,-0.28500000000000003,0.11086225,0.0,-6.392500000000001,-12.785000000000002,-25.6425,-51.285,0.6217191576,23.836415,21.306059,0.2736362768,0.2417530635,24.51366,23.534016,0.42955,-0.1671,32.5205,24.022,37.789307,30.04695,2.5,2.0,0.6595112882999999,0.3629497885000001,0.864750784,0.7492095990000001,0.2970182337,0.1444014035,3.7903005085,3.2089181460000002,13.334726878800002,3.29025766,15.1491699078,3.3566805730000002,1.0,1.0,0.6503815298,0.554225614,0.26906325000000003,0.16666699999999998,0.6500984999999999,0.5,0.5204647311999999,0.0844505175,15.83,0.0,10.43743375,8.224551,12.501614249999998,11.2994445,0.77412775,0.5482555,0.56172475,0.4985145,0.16042275,0.0,0.43827525,0.375065,0.0654495,0.0,17.18315625,12.4379775,1.85012625,0.0,3.9057655,0.0,0.22587225,0.0,alkylsilane
3841,acetyl,isopropyl,cyclopropyl,0.1516192965,18.935375,18.398,0.2710305435,0.107906868,4.173763625,3.090735,176.398082125,155.20818925,17,10.57216875,10.0,10.488531,10.0,1.988531,1.977062,5.175587625,5.0,5.1192655,5.0,0.8692654999999999,0.7385309999999999,0.49426549999999997,0.363531,0.49426549999999997,0.363531,0.125,0.0,0.125,0.0,0.015625,0.0,0.015625,0.0,24.75,24.0,0.87528345,0.7835129470000001,0.25,0.75,0.0,-0.04125,-0.0825,0.14802662500000002,0.14790525000000002,1.069861,0.222222,0.20875,0.0,0.3796641551,252.206703625,249.95533525,0.043182731900000014,0.025788992,38.99798325,38.06801,1.405925,1.39555,48.5425,48.044,57.065876875,56.0626,4.0,4.0,0.4357129086,0.2500893573,0.7581546859999999,0.6374388129999999,0.5475356668,0.4704057075000001,20.239975705,15.759830161000002,40.0162862289,25.361392070999997,51.0035121796,39.785177048,0.75,0.5,1.1291982843,1.033324218,0.16887437500000002,0.144378,0.3695855,0.300983,0.6026003353,0.45090585850000003,2.13375,0.0,12.37435325,10.966068,24.976752875,24.46180575,0.981563,0.963126,0.6677345,0.636257,0.018437,0.0,0.33226550000000005,0.300788,0.0,0.0,36.751789,36.457768,0.0,0.0,0.599317125,0.0,0.018437,0.0,alkylsilane
