,terminal_group_1,terminal_group_2,terminal_group_3,backbone,frac-1,frac-2,COF,MR-mean,MR-min,asphericity-mean,asphericity-min,balabanj-mean,balabanj-min,bertzct-mean,bertzct-min,chainlength,chi0-mean,chi0-min,chi0n-mean,chi0n-min,chi0v-mean,chi0v-min,chi1-mean,chi1-min,chi1n-mean,chi1n-min,chi1v-mean,chi1v-min,chi2n-mean,chi2n-min,chi2v-mean,chi2v-min,chi3n-mean,chi3n-min,chi3v-mean,chi3v-min,chi4n-mean,chi4n-min,chi4v-mean,chi4v-min,e-valence-mean,e-valence-min,eccentricity-mean,eccentricity-min,hbonds,hk-alpha-mean,hk-alpha-min,hk-kappa1-mean,hk-kappa1-min,hk-kappa2-mean,hk-kappa2-min,hk-kappa3-mean,hk-kappa3-min,intercept,ipc-mean,ipc-min,isf-mean,isf-min,labuteASA-mean,labuteASA-min,logP-mean,logP-min,molwt-hvy-mean,molwt-hvy-min,molwt-mean,molwt-min,nheavy-mean,nheavy-min,npr1-mean,npr1-min,npr2-mean,npr2-min,pbf-mean,pbf-min,pmi1-mean,pmi1-min,pmi2-mean,pmi2-min,pmi3-mean,pmi3-min,rbonds-mean,rbonds-min,rg-mean,rg-min,rpc+-mean,rpc+-min,rpc--mean,rpc--min,spherocity-mean,spherocity-min,tpsa-mean,tpsa-min,vsa+-mean,vsa+-min,vsa--mean,vsa--min,vsa-fhyd-mean,vsa-fhyd-min,vsa-fneg-mean,vsa-fneg-min,vsa-fpneg-mean,vsa-fpneg-min,vsa-fpos-mean,vsa-fpos-min,vsa-fppos-mean,vsa-fppos-min,vsa-hyd-mean,vsa-hyd-min,vsa-polar+-mean,vsa-polar+-min,vsa-polar--mean,vsa-polar--min,vsa-polar-mean,vsa-polar-min
8836,phenyl,acetyl,phenol,alkylsilane,0.25,0.75,0.12352313976666668,26.4524,20.061,0.4236433843,0.35952252100000004,3.946122625,3.672818,290.6332935,186.89598,17,11.047623,9.424038,10.357217,8.806186,3.107217,2.306186,5.999156625,4.78488225,5.0389825,4.215593,1.4598585,0.9655929999999998,0.8504834999999998,0.496843,0.8504834999999998,0.496843,0.363531,0.125,0.363531,0.125,0.1817655,0.0625,0.1817655,0.0625,34.5,27.0,0.9539087490000001,0.951392288,1.0,-0.71125,-0.98,0.70416875,0.3583235,1.650069125,1.646196,1.163579375,0.929059,3.412000123133333,1220.947246875,356.64421175,0.0404332699,0.008035916,49.610700125,39.30438725,1.322925,0.9452299999999999,80.059625,60.04325,87.302281875,66.54704875,6.375,4.75,0.28048027130000003,0.2530394945,0.7449722512000001,0.696599995,0.16842559350000005,0.116856347,57.5403016733,28.366919594499997,127.12120862020001,58.0486063935,182.77747635810002,83.92015638720001,1.875,1.75,1.4734276478,1.2150190645,0.366824625,0.34277425,0.719057,0.677437,0.1479674421,0.022086263,16.51625,12.8025,15.011693125,13.24736425,33.1122135,24.530600000000003,0.8887625,0.8881469999999999,0.6693665000000001,0.62565,0.0989985,0.087375,0.3306335,0.28691700000000003,0.012239,0.0,43.05595125,34.1820615,0.7155999999999999,0.0,4.352355375,3.59590275,0.1112375,0.110622
631,amino,phenyl,fluorophenyl,alkylsilane,0.5,0.5,0.11978249325833334,25.8911,20.6452,0.2776730335,0.190924202,3.64585125,3.6109665,297.14204975,214.5087675,17,10.492414,9.020726,9.8007855,8.723607000000001,3.0507855,2.223607,5.7424135000000005,4.809401,4.8114995,4.184017,1.46289275,0.9868035,0.844491,0.5,0.844491,0.5,0.4222455,0.25,0.4222455,0.25,0.211123,0.125,0.211123,0.125,33.5,25.0,0.8962186287999999,0.8400463525,0.0,-0.63,-0.85,0.8406604999999999,0.369303,-5.49107425,-12.7171155,-25.36461175,-51.7288005,1.736422700625,931.14960875,626.4617945,0.0948203035,0.008005090999999999,47.962391,38.12810800000001,1.45954,0.7849600000000001,79.06125,55.0475,85.80278875,61.5523995,6.25,4.5,0.4219833775,0.304806836,0.6290826422,0.5629721205,0.0324321185,6.777000000000001e-06,65.2289322,43.578373672,121.74706453969999,45.313173863500005,186.826493046,88.59254015399998,1.0,1.0,1.3434437068,0.9646388735,0.25582925,0.2463985,0.49921225,0.44743299999999997,0.0225810927,0.0,6.505,0.0,12.18177275,8.951014500000003,34.31846225,27.661490500000006,0.888231,0.8543229999999999,0.723854,0.721038,0.111769,0.077861,0.276146,0.27333,0.0,0.0,42.87509825,33.752646500000004,0.0,0.0,3.62513675,2.8598585,0.111769,0.077861
8029,nitrophenyl,nitro,ethylene,alkylsilane,0.25,0.75,0.11161082703333336,17.509075,15.871,0.6210921659,0.5645449379999999,4.093057125,3.78659825,153.270430375,125.728624,17,7.79903825,7.654700999999998,7.006854999999999,6.51371,2.006855,1.5,3.97905925,3.854059,3.2631275,3.0262550000000004,0.7631275,0.5,0.344005875,0.125,0.344005875,0.125,0.09929725,0.0,0.09929725,0.0,0.049648625,0.0,0.049648625,0.0,24.5,18.0,0.9870104418000002,0.984331806,0.0,-0.5275000000000001,-0.795,1.183301625,0.042408999999999995,1.17741675,0.7399999999999999,-2.371473,-6.106154,0.9331448504666668,392.31587625,50.070311,0.2011000045,0.16663613800000002,33.4928685,29.209355,0.7938900000000001,0.3954800000000001,56.03275,36.033,61.03557650000001,42.04695,4.25,3.0,0.1520490209,0.1278563868,0.8479510426000001,0.8237584720000001,1.06438e-05,2.3655e-06,19.0365212114,3.499244941,74.1582837576,16.361156508,93.1948037561,19.860399025,1.125,1.0,1.0527890678,0.8413722130000001,0.299966,0.23080799999999999,0.44335975,0.421022,1.58e-07,0.0,21.570000000000004,0.0,14.15291175,8.224552000000001,17.837183125,16.23936325,0.8253,0.6506000000000001,0.561173625,0.4196962500000001,0.16407425,0.0,0.4388263750000001,0.297349,0.010625749999999998,0.0,26.222012625,24.78447025,0.71092325,0.0,5.057159,0.0,0.1747,0.0
1338,cyclopropyl,fluorophenyl,carboxyl,alkylsilane,0.5,0.5,0.11958230456666667,19.03865,13.3098,0.439494069,0.23604587100000005,3.60455675,3.3857355000000005,191.69165575,94.701658,17,8.883253999999997,6.7844570000000015,8.1277395,5.816497000000001,2.3777395,1.816497,4.6595464999999985,3.48138,3.892994,2.566497,1.0638695,0.6582479999999999,0.597224,0.287457,0.597224,0.287457,0.21112275,0.0,0.21112275,0.0,0.082124,0.0,0.082124,0.0,28.5,24.0,0.929139932,0.8678724510000001,0.0,-0.4775,-0.53,0.5866785,0.443274,1.22429725,0.9785944999999999,0.98489425,0.4997885,1.3861977251333335,390.39756175,35.647376,0.0715488105,0.016895141000000002,38.84942150000001,29.766501,0.933055,0.09090000000000002,65.78975,56.02,71.539509,60.021129,5.0,4.0,0.3005179062,0.137858338,0.7743442210000001,0.666492084,0.2360659345,0.15909481,31.413392708300005,7.01852079,78.366655099,44.95084,106.6894102768,50.948936106000005,1.0,1.0,1.2176491275,1.057355523,0.3064835,0.204819,0.5149425,0.374208,0.228326224,0.078576664,18.65,0.0,15.77698625,13.189299499999999,21.568456,9.903345,0.6744672499999999,0.387865,0.5316390000000001,0.35033699999999995,0.19463375,0.0389305,0.46836099999999997,0.287059,0.130899,0.0,27.595913500000005,10.964168,3.7002525,0.0,6.049276250000001,2.1952075,0.32553275,0.0389305
6576,isopropyl,fluorophenyl,phenyl,alkylsilane,0.25,0.75,0.1213082338,29.829875,28.48075,0.3106023113,0.25033704300000004,3.91348475,3.680736,350.828340375,326.22986475,17,11.96858925,11.964102000000002,11.3292365,11.158473,3.4542365,3.4084729999999994,6.55974775,6.4440695,5.63336825,5.5167365,1.69586825,1.6417364999999997,0.99274325,0.9854864999999999,0.99274325,0.9854864999999999,0.472934125,0.44586825,0.472934125,0.44586825,0.23646725,0.22293449999999995,0.23646725,0.22293449999999995,37.0,36.0,0.9131166839,0.871627612,0.0,-0.7087500000000001,-0.7799999999999999,0.87622225,0.7384310000000001,1.7034971250000002,1.6057689999999998,0.6660408750000001,0.582399,1.2845734652666667,1120.367809,1004.8981949999999,0.0121212079,0.005971222000000001,54.42728,53.818451,2.0055925,1.99502,86.69712499999999,84.07700000000001,94.56102300000002,92.06260000000002,7.0,7.0,0.3937775016,0.2974068562,0.6251389288,0.509851853,0.0661851104,7.051000000000003e-06,77.5110579239,69.6241786607,125.87222826989999,88.82989129799999,202.15372394919999,174.22782846799996,0.875,0.75,1.5500364948999998,1.4934603100000003,0.19386575,0.158026,0.27937612500000003,0.15726600000000002,0.0599371641,0.0,0.0,0.0,12.976181875,10.966069,39.9857105,37.343984000000006,0.970802125,0.94160425,0.75252475,0.7096655,0.029197875,0.0,0.24747525,0.204616,0.0,0.0,51.31548675,49.0374675,0.0,0.0,1.646405625,0.0,0.029197875,0.0
2353,hydroxyl,nitrophenyl,cyano,alkylsilane,0.5,0.5,0.09909170759166666,17.13755,11.287,0.7048486465,0.40974642,3.5117492500000003,3.4707645,163.9557565,75.774438,17,7.29069325,5.207107,6.3915964999999995,4.447214,2.1415965,1.447214,3.8170225,2.56066,2.97458525,1.973607,0.87252325,0.47360699999999994,0.42608075,0.111803,0.42608075,0.111803,0.1985945,0.0,0.1985945,0.0,0.09929725,0.0,0.09929725,0.0,24.5,16.0,0.9807058608,0.9614117215000001,1.0,-0.61,-0.71,0.6048647500000001,0.161141,-5.9501665,-12.390333,-27.932184000000003,-51.393584,3.147710339308333,730.87041475,12.164797,1641.2651125,0.5984383529999999,33.73687975,23.711684,0.6428699999999999,0.52988,58.5375,38.029,62.78174775,41.026549,4.5,3.0,0.1361679272,1.6376e-05,0.8638320728000001,0.7276805215000001,2.279e-06,0.0,31.581461323800006,0.00018712099999999997,107.06647458,11.412437724,138.6479358915,11.412624869000002,0.75,0.0,0.9248187875,0.649821689,0.3733487500000001,0.295557,0.8406975,0.681395,0.0,0.0,27.7375,23.790000000000006,19.7347625,17.033389,12.56177275,5.261892,0.8485309999999999,0.697062,0.319544,0.236009,0.10999175,0.0,0.6804560000000001,0.5969209999999999,0.04147725,0.0,26.71110725,22.295281,1.7796465,0.0,3.8057815,0.0,0.151469,0.0
8966,phenyl,fluorophenyl,nitro,alkylsilane,0.25,0.75,0.1192398774,22.03295,12.9184,0.543651757,0.33597598799999995,3.735927,3.680736,232.0570625,85.425922,17,9.020726,6.07735,7.8985914999999975,4.76371,2.7735915,1.7637100000000003,4.809401,2.943376,3.80274575,2.088755,1.24024575,0.588755,0.69942325,0.25711,0.69942325,0.25711,0.28543412500000004,0.0,0.28543412500000004,0.0,0.14271725,0.0,0.14271725,0.0,32.25,24.0,0.9640107174,0.9322189308,0.0,-0.71625,-0.8325,1.784310625,1.16862125,1.5513337500000002,1.3999999999999997,1.14764125,0.8952825000000001,2.072258488633333,626.4617945,17.086166,0.1138301041,0.0074982662,42.356835375,27.60713800000001,0.9961225,-0.1071,78.17075,58.01600000000001,83.28595575,61.016378,5.875,4.0,0.2211744125,0.09126777800000001,0.7788255875000001,0.648918953,3.3526000000000007e-06,0.0,45.3234430661,4.146784862,106.103812566,41.326965687,151.427255634,45.473750572,1.0,1.0,1.3296632949,0.994189173,0.30235475,0.23845149999999998,0.437445625,0.37489125,0.0,0.0,21.570000000000004,0.0,15.15616475,14.3009155,25.751376375,10.114318,0.7772321249999999,0.6128600000000001,0.56549425,0.38714,0.2227678750000001,0.05839575,0.43450575,0.2561515,0.0,0.0,34.2039765,16.011414000000002,0.0,0.0,6.703564625000001,3.29281125,0.2227678750000001,0.05839575
8752,phenol,perfluoromethyl,fluorophenyl,alkylsilane,0.25,0.75,0.12124951803333335,24.07235,17.0077,0.29860195230000003,0.2326816015000001,3.80711725,3.680736,264.5001575,149.224983,17,10.190952,8.417802,8.852722875,6.8274817500000005,3.227722875,2.57748175,5.458141875,4.24085775,4.321142625,3.20330325,1.5201116250000002,1.10124125,0.931666125,0.6743502500000002,0.931666125,0.6743502500000002,0.37250325,0.1505155,0.37250325,0.1505155,0.18625187500000004,0.07525775,0.18625187500000004,0.07525775,38.25,34.5,0.9122461234,0.8720762098,0.0,-0.6262500000000001,-0.85,1.5574552499999996,1.312018,1.5039166249999998,1.27286625,10.115402125,0.999577,1.553518553133333,886.564768875,537.29211475,0.0090622599,0.008007281,48.31885524999999,38.8410365,1.8678625,1.601605,94.428,85.781,100.04078525,90.02839250000002,6.875,5.75,0.3909943429,0.30472534700000004,0.6430653679,0.5908560828,0.1960179196,6.59e-06,73.548374335,60.229259372,143.70729922700002,89.18368296,213.87199211349997,142.645579455,0.75,0.5,1.5272024622,1.3320418055,0.462748,0.26526,0.433396,0.419359,0.3018564584,0.0,2.52875,0.0,16.230943375,15.412531,30.63866225,20.3018905,0.87067825,0.8192174999999999,0.615418,0.504166,0.049852375,0.02184375000000001,0.384582,0.27333,0.07946937500000001,0.0,41.540785,31.08402,2.495012125,0.0,2.8338085,1.277202,0.12932175,0.077861
3160,perfluoromethyl,phenol,cyano,alkylsilane,0.5,0.5,0.11716669013333332,16.7867,11.287,0.637560122,0.275169371,3.6996695,3.5527339999999996,153.3573145,75.774438,17,7.521355500000001,5.207107,6.4841422500000006,4.447214,2.23414225,1.447214,3.8961877500000006,2.56066,3.03163325,1.973607,0.92957125,0.4736070000000001,0.48137225,0.111803,0.48137225,0.111803,0.1505155,0.0,0.1505155,0.0,0.07525775,0.0,0.07525775,0.0,26.5,16.0,0.9493140395,0.8986280790000002,1.0,-0.5525,-0.595,0.8565370000000001,0.161141,0.94365475,0.49,4.32986025,-4.470784,3.07475762595,532.72148375,12.164797,1640.9706090055,0.009431364,34.789023,23.711684,1.082245,0.52988,64.2875,38.029,68.5323245,41.026549,4.75,3.0,0.210286242,1.6376e-05,0.8131724027999999,0.6263611815,0.1504648932,0.0,34.508544850700005,0.00018712100000000005,68.1777307185,11.412437724,100.215961727,11.412624869000002,0.5,0.0,1.057644448,0.649821689,0.43300299999999997,0.295557,0.7526924999999999,0.5053850000000001,0.2048942347,0.0,16.9525,10.115,16.99581675,16.9582445,16.347214,5.261892,0.9210969999999999,0.842194,0.404907,0.236009,0.02184375000000001,0.0,0.595093,0.4261950000000001,0.05705925,0.0,30.163954,22.295281,1.90187475,0.0,1.277202,0.0,0.078903,0.0
3003,nitro,phenyl,cyano,alkylsilane,0.5,0.5,0.10499095945833334,16.66785,11.287,0.7503994110000001,0.5008479490000001,3.6443305,3.5527339999999996,153.1004035,75.774438,17,7.1139164999999975,5.207107,6.2895344999999985,4.447214,2.0395345,1.447214,3.6850305,2.56066,2.94649225,1.973607,0.82149225,0.47360699999999994,0.370179,0.111803,0.370179,0.111803,0.125,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,23.0,16.0,0.966838505,0.93367701,0.0,-0.6000000000000001,-0.6900000000000001,0.86517825,0.161141,0.99644225,0.49,-1.73979225,-4.470784,2.008195762583333,319.31329575,12.164797,1641.0224495932998,0.1131125395,32.51665375,23.711684,0.73692,0.52988,54.53775,38.029,58.783019,41.026549,4.25,3.0,0.1453927578,1.6376e-05,0.8546072422000001,0.7092308605000001,1.7308000000000002e-06,0.0,22.3948718827,0.00018712099999999997,38.2459416265,11.412437724,60.6408135177,11.412624869000002,0.5,0.0,0.9468842932,0.649821689,0.2788495,0.262142,0.6643165,0.328633,0.0,0.0,22.68,21.57,15.26106525,13.488741500000001,15.81638475,5.261892,0.903215,0.8064300000000001,0.4136354999999999,0.236009,0.096785,0.0,0.5863645000000001,0.408738,0.0,0.0,28.548870500000003,22.295281,0.0,0.0,2.5285795,0.0,0.096785,0.0
